"Row.names","Estimate","Std. Error","t value","Pr(>|t|)","VIF","VIF_CI_low","VIF_CI_high","SE_factor","Tolerance","Tolerance_CI_low","Tolerance_CI_high","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p"
"(Intercept)",-1.74822956128787,0.0436506481806707,-40.0504834212752,2.85113554097261e-173,NA,NA,NA,NA,NA,NA,NA,-1.74822956128787,0.0436506481806707,0.95,-1.83405011595865,-1.65997993228706,-40.0504834212752,613,0
"DBH05",0.360940470479138,0.0320768394716939,11.2523701344594,7.83741183065863e-27,1.06689754528247,1.01804108350816,1.24806057589585,1.03290732657024,0.937297123253985,0.801243160238601,0.982278629221922,0.360940470479138,0.0320768394716939,0.95,0.296287922359768,0.426054676349425,11.2523701344594,613,2.25451081949298e-29
"PLOT",NA,NA,NA,NA,1.1501732194039,1.07687954236054,1.29334196242179,1.0355970695202,0.869434258361773,0.773190717579049,0.928608967543369,NA,NA,NA,NA,NA,NA,NA,NA
"PLOTALT700",0.0548537667603594,0.0787119845626791,0.696892183129735,0.486134456693607,NA,NA,NA,NA,NA,NA,NA,0.0548537667603594,0.0787119845626791,0.95,-0.100269657681598,0.212186639989188,0.696892183129735,613,0.485870270071184
"PLOTALT800",0.339288580694332,0.0824182118750783,4.11667000502988,4.37038620357233e-05,NA,NA,NA,NA,NA,NA,NA,0.339288580694332,0.0824182118750783,0.95,0.173671392315757,0.508020693625036,4.11667000502988,613,3.84385821605144e-05
"slope",0.0644435315736132,0.0348078166777445,1.85140976149812,0.0645913592172207,1.25629936555233,1.16239020616532,1.40451555751862,1.12084761031656,0.795988621358849,0.711989265371125,0.860296305574493,0.0644435315736132,0.0348078166777445,0.95,-0.00380083037858841,0.13214581017348,1.85140976149812,613,0.0641106258216574
"TPI",-0.0447119379544865,0.0335624055939849,-1.33220301593935,0.183288534939561,1.16800778473014,1.09084175996833,1.31072290695126,1.08074408845486,0.85615867725663,0.762937761060419,0.916723246852077,-0.0447119379544865,0.0335624055939849,0.95,-0.108697481589996,0.0181329792083579,-1.33220301593935,613,0.182793485782996
"two_DB",-0.00027126991069554,0.0311598679153047,-0.00870574648881297,0.993056739418893,1.00677121642031,1.00000006368695,720.917899473346,1.00337989636045,0.993274324583511,0.00138712050391665,0.999999936313059,-0.00027126991069554,0.0311598679153047,0.95,-0.0607161809302723,0.0639306728235871,-0.00870574648881297,613,0.99305390702718
"two_EB",-0.0244414760932019,0.0312712550523449,-0.781595623593914,0.434754024226542,1.01398188878554,1.00004749139208,5.11639258070913,1.00696667709788,0.986210908754708,0.195450209151347,0.999952510863244,-0.0244414760932019,0.0312712550523449,0.95,-0.0866791599359119,0.0391147372386319,-0.781595623593914,613,0.434452259686398
"(Intercept)",-1.74744950958036,0.0433758428468042,-40.2862375666577,2.09897631995434e-174,NA,NA,NA,NA,NA,NA,NA,-1.74744950958036,0.0433758428468042,0.95,-1.83277365159126,-1.65972500021616,-40.2862375666577,613,0
"DBH05",0.34954717261561,0.0330276743957551,10.5834630809045,3.72435823942207e-24,1.14583471419316,1.07352358540323,1.28926450943817,1.07043669322065,0.872726220992661,0.775636025562956,0.931511904905554,0.34954717261561,0.0330276743957551,0.95,0.283384576977293,0.416135169034052,10.5834630809045,613,3.55567949838183e-26
"PLOT",NA,NA,NA,NA,1.15855392274071,1.08340942478762,1.30139695220867,1.0374783985996,0.863144977865483,0.768405057582814,0.923012092308526,NA,NA,NA,NA,NA,NA,NA,NA
"PLOTALT700",0.0558426575436856,0.078067376350438,0.715313619520304,0.474687625713165,NA,NA,NA,NA,NA,NA,NA,0.0558426575436856,0.078067376350438,0.95,-0.0979278891041269,0.211815882105156,0.715313619520304,613,0.474415274702393
"PLOTALT800",0.327882365545845,0.0822597003223828,3.98594164895868,7.53084581407723e-05,NA,NA,NA,NA,NA,NA,NA,0.327882365545845,0.0822597003223828,0.95,0.162412000545804,0.496346744536743,3.98594164895868,613,6.72130296549856e-05
"slope",0.0663722340864216,0.0346553153543189,1.91521079545306,0.0559306457408719,1.26155357008806,1.16672665441628,1.41031393729646,1.12318901796984,0.792673433542897,0.70906198510452,0.857098786776505,0.0663722340864216,0.0346553153543189,0.95,-0.00166260560908,0.133936981689571,1.91521079545306,613,0.0554656262973814
"TPI",-0.0385611229076709,0.033445114706354,-1.15296727926441,0.249373198809212,1.17498241299123,1.09636461466752,1.31773950388194,1.08396605712136,0.851076568417933,0.75887532934551,0.912105322099667,-0.0385611229076709,0.033445114706354,0.95,-0.102280353347203,0.0240714160292139,-1.15296727926441,613,0.248923815052502
"two_DB",0.0212074972975055,0.0313614800133968,0.676227566060219,0.499151224608169,1.03313978519834,1.00275332103743,1.39888024246463,1.01643484060629,0.967923232002939,0.714857476461416,0.997254238924306,0.0212074972975055,0.0313614800133968,0.95,-0.0404259829535733,0.0844329933398943,0.676227566060219,613,0.498896173262791
"two_EB",-0.0574734286997399,0.0326144886467519,-1.7622054211009,0.0785329444782255,1.11734459906832,1.05201412419068,1.26473107342974,1.0570452209193,0.894979043022029,0.790681925200244,0.950557579984309,-0.0574734286997399,0.0326144886467519,0.95,-0.124752540307337,0.00898850913709372,-1.7622054211009,613,0.0780345965093164
"(Intercept)",-1.74304243867284,0.0425722525802688,-40.9431574095448,1.51619165665123e-177,NA,NA,NA,NA,NA,NA,NA,-1.74304243867284,0.0425722525802688,0.95,-1.82701845551203,-1.65674665135335,-40.9431574095448,613,0
"DBH05",0.319846237569369,0.033484719164646,9.55200597611914,3.0010044436312e-20,1.22912912082838,1.14007338519442,1.37480463500412,1.10866095846674,0.813584173586288,0.727376075508361,0.87713651856671,0.319846237569369,0.033484719164646,0.95,0.252839816901958,0.387111013038065,9.55200597611914,613,1.27208915448544e-21
"PLOT",NA,NA,NA,NA,1.18615033564113,1.10526905036212,1.32917507415619,1.04360207519318,0.843063454903033,0.752346338299217,0.904757081248557,NA,NA,NA,NA,NA,NA,NA,NA
"PLOTALT700",0.0498966394451832,0.0763635080454136,0.653409471648546,0.513737338853187,NA,NA,NA,NA,NA,NA,NA,0.0498966394451832,0.0763635080454136,0.95,-0.101197537901972,0.203076148924419,0.653409471648546,613,0.513492334216906
"PLOTALT800",0.285442712195281,0.0815353062399688,3.50084798056913,0.000497463542634255,NA,NA,NA,NA,NA,NA,NA,0.285442712195281,0.0815353062399688,0.95,0.121415016038194,0.452280133948154,3.50084798056913,613,0.000463780316462969
"slope",0.0644086706850666,0.033972237030691,1.89592079635141,0.0584405406402705,1.26518046511178,1.1697234873676,1.41432497156152,1.12480241158693,0.790401075242374,0.707051080980297,0.854902898676036,0.0644086706850666,0.033972237030691,0.95,-0.00207235298112972,0.130448678137499,1.89592079635141,613,0.0579705185480937
"TPI",-0.0183527177678924,0.0332415729368577,-0.552101364239091,0.581080132529579,1.21134351287345,1.12558286009712,1.35567019575081,1.10061051824587,0.825529661382247,0.737642535134568,0.888428595930923,-0.0183527177678924,0.0332415729368577,0.95,-0.0816978416186268,0.0440229454403067,-0.552101364239091,613,0.580878907301241
"two_DB",0.00240814587922585,0.0307389659712543,0.0783417985327757,0.937581734357065,1.0358161899007,1.00354249091061,1.36211792531681,1.01775055386902,0.965422253243469,0.734150826014136,0.996470014032596,0.00240814587922585,0.0307389659712543,0.95,-0.0594742109495364,0.0646399456227493,0.0783417985327757,613,0.937556169192138
