"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","R2","converge"
1,135.997518527679,-2.9318038717025,-58.9987592638394,-0.97571329877292,0.835396719952904,0.220292587505822,TRUE
2,136.785568325536,-3.7198536695598,-59.392784162768,-1.10512552590453,0.865447399310486,0.199985629214452,TRUE
3,137.031852760767,-3.9661381047907,-59.5159263803835,-1.0840013322225,0.860817895922675,0.193519681535343,TRUE
4,131.56270282281,1.50301183316643,-56.7813514114049,-0.251487139634937,0.599281248072696,0.324479339344114,TRUE
5,117.608823108651,15.4568915473248,-49.8044115543257,0.949829559831948,0.171099431682421,0.564762613793503,TRUE
6,116.991488331118,16.0742263248581,-49.4957441655591,0.861995704859291,0.194344940700783,0.572998405665954,TRUE
7,122.825933997849,10.2397806581275,-52.4129669989243,0.462180133397579,0.321976074362786,0.487956830252893,TRUE
8,127.579231806879,5.4864828490974,-54.7896159034394,0.14296251388949,0.443159893304336,0.405145033602697,TRUE
9,128.403963994264,4.66175066171235,-55.2019819971319,-0.22066401308868,0.587322972936516,0.389349383694915,TRUE
10,129.554770933344,3.51094372263182,-55.7773854666722,-0.130012718618484,0.551721817950447,0.366539577713449,TRUE
11,130.060339332714,3.00537532326263,-56.0301696663568,-0.0110083785267744,0.504391618933532,0.356226204812243,TRUE
12,129.632971493175,3.43274316280136,-55.8164857465874,0.114419873076265,0.45445248050705,0.364956190139108,TRUE
13,129.95496139804,3.11075325793649,-55.9774806990199,0.00678913283257061,0.497291548672312,0.358390909605503,TRUE
14,129.324914077677,3.74080057829931,-55.6624570388385,0.0958285106404264,0.461828386670123,0.37116876350333,TRUE
15,129.319957814905,3.74575684107083,-55.6599789074527,0.0502442497651187,0.479963874924421,0.371268172166134,TRUE
16,129.971627394727,3.09408726124926,-55.9858136973635,-0.102592249332698,0.540856702741424,0.358049082000971,TRUE
17,130.470958287625,2.5947563683516,-56.2354791438123,-0.204475495381084,0.581009030344095,0.347714654423471,TRUE
18,130.121343408616,2.94437124735981,-56.0606717043082,-0.19058304595213,0.575573862954643,0.354969393542891,TRUE
19,129.706411281439,3.35930337453766,-55.8532056407193,-0.142351397088846,0.55659877458146,0.363465260952648,TRUE
20,129.939051374712,3.12666328126465,-55.9695256873558,-0.101634460477562,0.540476587219233,0.358717046252394,TRUE
