"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","R2","converge"
1,-328.710742447172,-3.02573750771109,173.355371223586,0.391370789661548,0.347761590186279,0.260891564631069,TRUE
2,-335.950729112822,4.21424915793949,176.975364556411,0.739872568623567,0.229688660301633,0.27618864463858,TRUE
3,-337.987170113071,6.2506901581886,177.993585056536,0.919212483862003,0.178992221330656,0.280433731571612,TRUE
4,-342.707979213044,10.9714992581611,180.353989606522,1.15092320075001,0.124881916034349,0.290178559993022,TRUE
5,-348.044946209616,16.3084662547334,183.022473104808,1.10252430624496,0.13511689871141,0.301035652681126,TRUE
6,-357.401042110911,25.664562156028,187.700521055455,1.55075319850337,0.0604804201539548,0.319667803185705,TRUE
7,-356.655141357244,24.918661402361,187.327570678622,1.93613082067526,0.0264258402951491,0.31820086912308,TRUE
8,-361.092799604732,29.3563196498499,189.546399802366,2.26322517120289,0.0118109061602748,0.326881680508189,TRUE
9,-367.788647021221,36.0521670663385,192.894323510611,2.84164542396094,0.00224406887418856,0.339770164336249,TRUE
10,-374.449221747941,42.7127417930589,196.224610873971,3.39138541090388,0.000347701177675021,0.35234478325324,TRUE
11,-376.989816201364,45.2533362464818,197.494908100682,3.59250508981512,0.000163757127594334,0.35707757933195,TRUE
12,-383.623698327632,51.8872183727498,200.811849163816,4.19648017236604,1.3554759145368e-05,0.369272489719452,TRUE
13,-385.704377999769,53.9678980448861,201.852188999884,4.69745024960783,1.31714660776824e-06,0.373049280255535,TRUE
14,-385.268251488432,53.5317715335493,201.634125744216,4.82312536989638,7.06630388185946e-07,0.372259522120118,TRUE
15,-384.989031354915,53.2525514000322,201.494515677457,4.81394652889581,7.39892089216389e-07,0.371753372730773,TRUE
16,-387.658936911306,55.9224569564232,202.829468455653,5.30431369993559,5.65488394891583e-08,0.376576445399417,TRUE
17,-389.782632788553,58.0461528336704,203.891316394277,5.80955530932023,3.13194990899783e-09,0.380386243324758,TRUE
18,-389.898179514794,58.1616995599109,203.949089757397,5.98982830535117,1.05031340646608e-09,0.380592855963637,TRUE
19,-391.91358111524,60.1771011603573,204.95679055762,6.3539989011058,1.04894166632929e-10,0.384185547939948,TRUE
20,-391.264883544737,59.5284035898546,204.632441772369,6.46171510436502,5.1761432302321e-11,0.383031457752038,TRUE
21,-390.828646231778,59.0921662768959,204.414323115889,6.6800295540194,1.1944703401857e-11,0.382254131698875,TRUE
22,-390.734811185263,58.99833123038,204.367405592631,6.87328814984798,3.13693276243178e-12,0.382086799642992,TRUE
23,-390.421525289506,58.6850453346239,204.210762644753,7.0777493120533,7.3257226312844e-13,0.381527800400711,TRUE
24,-392.392539864689,60.6560599098059,205.196269932344,7.49979836925685,3.19580372460022e-14,0.38503626609893,TRUE
25,-393.383366335042,61.6468863801595,205.691683167521,7.89474637271549,1.4545310083064e-15,0.386792409992017,TRUE
26,-393.163562307235,61.427082352352,205.581781153617,8.09142027494157,2.94864939769732e-16,0.386403263912759,TRUE
27,-392.875632579167,61.139152624284,205.437816289583,8.31773223000263,4.48311478211593e-17,0.385893131249652,TRUE
28,-393.378948326968,61.6424683720853,205.689474163484,8.58212660313502,4.65675261455453e-18,0.386784590691025,TRUE
29,-392.477736705279,60.7412567503962,205.238868352639,8.65765858344453,2.40776663174766e-18,0.385187467535476,TRUE
30,-391.361220158797,59.624740203914,204.680610079398,8.75488958019307,1.02151702562609e-18,0.383202986337167,TRUE
31,-390.609542016121,58.873062061238,204.30477100806,8.87880680250209,3.37906849016977e-19,0.381863341492111,TRUE
32,-390.447216929632,58.7107369747498,204.223608464816,9.03166944284103,8.45362361544996e-20,0.381573661370781,TRUE
33,-390.862820194683,59.1263402398004,204.431410097342,9.25080053104666,1.1140876722898e-20,0.382315061369779,TRUE
