"Row.names","Estimate","Std. Error","t value","Pr(>|t|)","VIF","VIF_CI_low","VIF_CI_high","SE_factor","Tolerance","Tolerance_CI_low","Tolerance_CI_high","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p"
"(Intercept)",-1.57979970792611,0.0845717762222808,-18.6799873254868,1.80339853100748e-54,NA,NA,NA,NA,NA,NA,NA,-1.57979970792611,0.0845717762222808,0.95,-1.74536682678621,-1.40520841456558,-18.6799873254868,349,7.20362482804109e-78
"DBH05",0.453803371395129,0.0429819121990292,10.55800796609,8.48388923120283e-23,1.04793848579573,1.00479711847409,1.47905809139347,1.02368866643904,0.954254484928732,0.67610596623549,0.995225784005653,0.453803371395129,0.0429819121990292,0.95,0.366805802642071,0.541141228715792,10.55800796609,349,4.66455414380742e-26
"PLOT",NA,NA,NA,NA,1.08868001443067,1.02329299004675,1.33761852572985,1.0214686979798,0.918543545160014,0.747597301296618,0.97723722308927,NA,NA,NA,NA,NA,NA,NA,NA
"PLOTALT700",-0.0611726131400475,0.109995522537166,-0.556137302037709,0.578473371646732,NA,NA,NA,NA,NA,NA,NA,-0.0611726131400475,0.109995522537166,0.95,-0.283615830399948,0.157996611193555,-0.556137302037709,349,0.578116996525892
"PLOTALT800",0.198273756038083,0.110606734212385,1.79260112370157,0.0739026627936213,NA,NA,NA,NA,NA,NA,NA,0.198273756038083,0.110606734212385,0.95,-0.0264071854498822,0.420194703743559,1.79260112370157,349,0.0730367266170447
"slope",0.0182350456326,0.0455474263711876,0.400352930679199,0.689141538126434,1.1767711424433,1.08176327040907,1.38217694380831,1.08479082888975,0.849782905046194,0.723496368883641,0.92441666985222,0.0182350456326,0.0455474263711876,0.95,-0.0670100250589489,0.102842489367247,0.400352930679199,349,0.688896587471093
"TPI",-0.00460736766686917,0.0448862171662689,-0.102645488030377,0.91830329161731,1.14285290746734,1.05771609669799,1.35357472766493,1.06904298672567,0.875003242732333,0.738784479025485,0.945433281314177,-0.00460736766686917,0.0448862171662689,0.95,-0.0891236142529327,0.0777592724992271,-0.102645488030377,349,0.918244339256308
"two_DB",0.000516149913182626,0.0421838800637305,0.0122357145052289,0.990244547238708,1.00938622105288,1.000000168235,524.679046352508,1.00468214926557,0.990701060845583,0.00190592707475523,0.999999831765026,0.000516149913182626,0.0421838800637305,0.95,-0.0802029760028564,0.0878442683704823,0.0122357145052289,349,0.990237555900153
"two_EB",-0.0549022656885663,0.0423479484283511,-1.29645632731078,0.195674897259865,1.01725322625404,1.00004118365798,8.22795960281188,1.00858972146956,0.983039398835261,0.121536814504808,0.999958818038044,-0.0549022656885663,0.0423479484283511,0.95,-0.139712380551664,0.032133119453456,-1.29645632731078,349,0.194818316895494
"(Intercept)",-1.57315042343734,0.0838290336669216,-18.7661762831235,8.0439368553664e-55,NA,NA,NA,NA,NA,NA,NA,-1.57315042343734,0.0838290336669216,0.95,-1.73687672830682,-1.40060401839048,-18.7661762831235,349,1.42801301586053e-78
"DBH05",0.439355334864344,0.044036384630057,9.9770982235554,8.63354651855944e-21,1.11819929578203,1.04122601452499,1.33888974436029,1.05744942942064,0.894294964924507,0.74688748958772,0.960406276879473,0.439355334864344,0.044036384630057,0.95,0.350935256792654,0.528049566837169,9.9770982235554,349,1.91999710376124e-23
"PLOT",NA,NA,NA,NA,1.09978903741394,1.02974273526665,1.33479946947475,1.02406458335442,0.909265291779424,0.749176204267976,0.971116343676904,NA,NA,NA,NA,NA,NA,NA,NA
"PLOTALT700",-0.0659504580164289,0.108776160180308,-0.606295146906355,0.544712929119633,NA,NA,NA,NA,NA,NA,NA,-0.0659504580164289,0.108776160180308,0.95,-0.285100636453713,0.149970504034675,-0.606295146906355,349,0.544318780698854
"PLOTALT800",0.180093597040667,0.11016430189609,1.63477273437031,0.102998310761418,NA,NA,NA,NA,NA,NA,NA,0.180093597040667,0.11016430189609,0.95,-0.0432897445885798,0.400948388529692,1.63477273437031,349,0.102096698518889
"slope",0.0141980913678655,0.0451533486317386,0.314441603958594,0.753373551967485,1.17564399282736,1.08094548403634,1.38113073982595,1.08427118048363,0.850597635084284,0.724044416045668,0.925116034775333,0.0141980913678655,0.0451533486317386,0.95,-0.0705872469386782,0.098464622342514,0.314441603958594,349,0.753185661942828
