"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","R2","converge"
38,940.696510058813,-2.11138391694396,-457.348255029407,0.0505486980442316,0.479842571775153,0.133032242637354,TRUE
39,940.791886307068,-2.20676016519826,-457.395943153534,0.0577708416014682,0.476965582203144,0.132581503610624,TRUE
40,940.73265359286,-2.14752745099054,-457.36632679643,0.0634955909904256,0.474685935020693,0.132861462756682,TRUE
41,940.680049069168,-2.09492292729828,-457.340024534584,0.0766516839084072,0.469450321024539,0.133110009042675,TRUE
42,940.723537521042,-2.13841137917211,-457.361768760521,0.0903578036371811,0.464001443647976,0.132904540187884,TRUE
43,940.393132949367,-1.8080068074978,-457.196566474684,0.100698232918927,0.459895007085663,0.134464223332276,TRUE
44,940.27645153872,-1.69132539685086,-457.13822576936,0.118299248346122,0.452915276475622,0.135014266897775,TRUE
45,940.242735694932,-1.657609553062,-457.121367847466,0.0913954431404939,0.463589191222037,0.135173132316295,TRUE
46,940.01169193905,-1.42656579718016,-457.005845969525,0.0793131904024496,0.46839175746477,0.136260903250498,TRUE
47,939.860465448003,-1.2753393061339,-456.930232724002,0.0646153193341308,0.474240143567598,0.136972055648729,TRUE
48,939.721534013394,-1.13640787152485,-456.860767006697,0.079644053598675,0.468260178387088,0.137624809589673,TRUE
49,939.697529175126,-1.11240303325667,-456.848764587563,0.0581676975597717,0.476807525376358,0.1377375374134,TRUE
50,939.641421884836,-1.05629574296677,-456.820710942418,0.0450475693391771,0.482034696282425,0.138000955220761,TRUE
