"Row.names","Estimate","Std..Error","t.value","Pr...t..","VIF","VIF_CI_low","VIF_CI_high","SE_factor","Tolerance","Tolerance_CI_low","Tolerance_CI_high","Coefficient","SE","CI","CI_low","CI_high","t","df_error","p","distance","LT","FT","sd.two_EB","sd.two_DB"
"two_DB",-0.3827445331527,0.0386214131481925,-9.91016386904558,1.42131571400439e-21,2.6319783437637,2.33344202321472,2.99735216690771,1.62233730887374,0.379942335912236,0.333627796907053,0.428551466053708,-0.3827445331527,0.0386214131481925,0.95,-0.461236942241768,-0.30439622393387,-9.91016386904558,613,3.7602891712167e-23,25,"EB","understory",0.578261207290916,0.704436078232011
"two_EB",-0.61511503807085,0.0407665885318815,-15.0887052417889,5.60881268168282e-44,2.93247778273477,2.59064769374932,3.34776713626695,1.7124478919765,0.341008551160248,0.298706558519804,0.386003856260651,-0.61511503807085,0.0407665885318815,0.95,-0.70968449435783,-0.522105090179536,-15.0887052417889,613,1.92176467145746e-51,25,"EB","understory",0.577853692249803,0.702396952219638
"two_DB",-0.386764855003025,0.0391468194204758,-9.87985386114733,1.84554755946174e-21,2.72374795552609,2.41198150308833,3.10435264745426,1.65037812501441,0.367141165896479,0.322128351242587,0.414596877596113,-0.386764855003025,0.0391468194204758,0.95,-0.466397417033442,-0.307293471767237,-9.87985386114733,613,5.09070957524735e-23,26,"EB","understory",1.59163921789587,2.26259909675984
"two_EB",-0.607051694085202,0.0409522988227463,-14.8233850488517,1.04003033479939e-42,2.98078411626154,2.63200102597365,3.40410738277154,1.72649474840254,0.335482195622469,0.293762765846071,0.379939061623303,-0.607051694085202,0.0409522988227463,0.95,-0.701518496199813,-0.514154477476504,-14.8233850488517,613,1.03437741625751e-49,26,"EB","understory",2.24981660485237,2.29561764158124
"two_DB",-0.383247357496624,0.0396355891892751,-9.66927363351334,1.1153383033873e-20,2.79236882940657,2.47071486862909,3.18437039643371,1.67103824893584,0.358118880811501,0.314033820035488,0.404741159207442,-0.383247357496624,0.0396355891892751,0.95,-0.46419276162324,-0.302482257532187,-9.66927363351334,613,4.07258277663682e-22,27,"EB","understory",2.51977522835325,1.72821237693217
"two_EB",-0.606876853235442,0.0412873403376957,-14.6988604320768,4.06125627628826e-42,3.02995346867827,2.67409467721046,3.46145641647058,1.74067615272866,0.330038071652705,0.288895736269196,0.373958337572091,-0.606876853235442,0.0412873403376957,0.95,-0.701872260468516,-0.513457533836016,-14.6988604320768,613,6.5553609905345e-49,27,"EB","understory",2.4553191093203,1.35859393788641
"two_DB",-0.379905101959837,0.0403871815392199,-9.40657623238483,1.01180848014644e-19,2.89421311244292,2.55789179617923,3.30314025925965,1.70123869943137,0.345517058056561,0.302742215440811,0.390946951506596,-0.379905101959837,0.0403871815392199,0.95,-0.462492607980462,-0.297474721819102,-9.40657623238483,613,5.12561051508446e-21,28,"EB","understory",2.22458168799755,1.09423993788348
"two_EB",-0.604402573898461,0.0417024693585777,-14.4932082726689,3.80666988764652e-41,3.08579419398195,2.72190138321352,3.52658918917273,1.75664287605135,0.324065682005055,0.283560104780614,0.367390239105351,-0.604402573898461,0.0417024693585777,0.95,-0.7001997490034,-0.510203575287903,-14.4932082726689,613,1.33746967679508e-47,28,"EB","understory",1.95636977558959,1.04116511181147
"two_DB",-0.381038157335824,0.0409907076912734,-9.29572039120818,2.53215481150312e-19,2.98531549008447,2.6358802513476,3.40939249185412,1.72780655459009,0.334972971306193,0.293307386107421,0.379379905247496,-0.381038157335824,0.0409907076912734,0.95,-0.46497616707369,-0.297231150912235,-9.29572039120818,613,1.46212673858492e-20,29,"EB","understory",1.74597804081706,0.985686816446155
"two_EB",-0.601221596104277,0.0420503857781684,-14.2976475715573,3.15223431036531e-40,3.14166136049522,2.76973242472088,3.59175529530212,1.77247323265973,0.318302924871053,0.278415403551562,0.361045706464145,-0.601221596104277,0.0420503857781684,0.95,-0.69748858734193,-0.506550051369953,-14.2976475715573,613,2.26331708075718e-46,29,"EB","understory",1.46038541386218,0.957894256313167
"two_DB",-0.378773291807155,0.0413982367464475,-9.14950301209769,8.3882170254778e-19,3.05470385138402,2.6952839092597,3.49032500918145,1.74777110955183,0.327363976559273,0.286506270152337,0.371018428360917,-0.378773291807155,0.0413982367464475,0.95,-0.46410136574714,-0.293572377204591,-9.14950301209769,613,5.71960690292449e-20,30,"EB","understory",1.22693913306148,0.891877578085852
"two_EB",-0.602141589218052,0.0424626044321193,-14.1805147675441,1.11065386320207e-39,3.21379877410043,2.83149565195579,3.67590316524916,1.79270710772854,0.311158249252836,0.272041986702394,0.353170240367233,-0.602141589218052,0.0424626044321193,0.95,-0.698928437256204,-0.506931778163768,-14.1805147675441,613,1.20956024786212e-45,30,"EB","understory",0.991026244924864,0.879080742346609
