"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","sd.two_DB","sd.two_EB","R2","converge"
1,93.4421231906382,18.4248957174451,-39.7210615953191,0.0210014083287569,0.491622266120244,1.16506768161901,2.50612508331018,0.769152241892693,TRUE
2,112.71948848026,-0.852469572177043,-49.3597442401302,-0.0197193863250373,0.507866387132382,2.23185928606921,2.69589189496498,0.552985399430263,TRUE
3,112.375048931591,-0.508030023508127,-49.1875244657957,-0.501017141787475,0.691820470523788,2.41842046058021,2.57746097523355,0.558505721563283,TRUE
4,112.742858343956,-0.875839435872649,-49.371429171978,-0.602423370938414,0.726553821482336,2.54700898143553,2.34505954834803,0.552607930749137,TRUE
5,110.982934981261,0.884083926822669,-48.4914674906303,-0.274750598925167,0.608246072903555,2.53080943440626,1.68852847720047,0.580019461536279,TRUE
6,112.141875017055,-0.274856108971861,-49.0709375085276,-0.343700753985653,0.634464327956155,2.3712173017675,1.65455070947186,0.562197490411945,TRUE
7,111.910158318274,-0.0431394101903351,-48.9550791591368,-0.360857377823404,0.640896966369913,2.2150714221975,1.64151590905726,0.565830443408426,TRUE
8,113.186098519901,-1.31907961181793,-49.5930492599506,-0.338130933009695,0.632367739600936,2.12109050117444,1.60981674407662,0.545377500503323,TRUE
9,113.42293466925,-1.55591576116683,-49.7114673346251,-0.297447077704814,0.616937396845528,1.91986135047078,1.60597481533671,0.541457925945159,TRUE
10,112.860236250622,-0.993217342538571,-49.4301181253109,-0.255170374099242,0.600704244068155,1.93421012126052,1.32708628522077,0.550706390258971,TRUE
11,105.776443833354,6.09057507472939,-45.888221916677,-0.0669703229317917,0.526697335493881,1.78693547930425,0.836172828760439,0.650351330302397,TRUE
12,103.411685074042,8.45533383404091,-44.7058425370212,0.000895330593012288,0.499642814819231,1.77140893706167,0.800239635302455,0.677727467424824,TRUE
13,102.208556075599,9.65846283248412,-44.1042780377996,0.101228727433582,0.459684446324922,1.75904266791338,0.749239666653013,0.690704756810985,TRUE
14,103.846185364045,8.02083354403813,-44.9230926820226,0.170965257901404,0.432125541762883,1.7101061134181,0.719282085413118,0.672887933057652,TRUE
