"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","sd.two_DB","sd.two_EB","R2","converge"
1,610.99100679319,-2.05516501883324,-298.495503396595,2.97550573969746,0.00146252938196065,2.15123905635709,1.95755915263678,0.211357480307667,TRUE
2,611.589518564167,-2.65367678981022,-298.794759282084,3.04300648737615,0.00117113641790243,2.45345807334052,2.55269425652221,0.208777530507728,TRUE
3,612.085433785559,-3.14959201120246,-299.04271689278,2.98220645963683,0.00143089468198094,1.98018852385412,2.37343555139197,0.206632199894022,TRUE
4,612.719393885806,-3.78355211144947,-299.359696942903,2.89080735501944,0.00192126793101749,1.43917415159335,1.78273653216465,0.203879565601008,TRUE
5,608.580455364198,0.355386410159099,-297.290227682099,2.66644403692732,0.00383291840622345,0.937797332024841,1.50843805209413,0.221647320707124,TRUE
6,602.247192599148,6.68864917520875,-294.123596299574,2.58348159891857,0.00489043422322714,0.75301190359638,1.31082196209381,0.247928483512608,TRUE
7,594.272047629127,14.6637941452299,-290.136023814564,2.54178020705202,0.0055144751733688,0.697731999006184,0.995309013165534,0.279535831967395,TRUE
8,591.373131247196,17.5627105271608,-288.686565623598,2.80233861833459,0.00253667960189954,0.659238636043892,0.891567916084567,0.290631876436257,TRUE
9,583.612491643556,25.3233501308006,-284.806245821778,2.99347723960641,0.00137909040166779,0.635629897142376,0.69226174715051,0.319353258664433,TRUE
10,581.40764919904,27.5281925753172,-283.70382459952,3.31585536349449,0.000456815503165388,0.615859483346571,0.64608974413716,0.327260265352395,TRUE
11,580.752638746782,28.1832030275748,-283.376319373391,3.13239311090372,0.000866937744701371,0.605728538089134,0.61536523064806,0.329588273893161,TRUE
12,576.598530391741,32.3373113826157,-281.299265195871,3.12835717541744,0.000878932105035276,0.587588907086523,0.588813505520133,0.344132654367797,TRUE
13,573.894452503532,35.0413892708247,-279.947226251766,3.06328397545018,0.00109461101761479,0.575075263529625,0.564055225857365,0.353399779299178,TRUE
14,571.377772148478,37.5580696258786,-278.688886074239,2.99124178682495,0.00138922702023747,0.564891412976335,0.559816448896403,0.361885967499342,TRUE
15,570.020901799033,38.9149399753237,-278.010450899517,2.89033546267667,0.00192415462204349,0.555102251319961,0.553025906195682,0.366406714407635,TRUE
16,566.910109048379,42.0257327259776,-276.45505452419,2.84489790285746,0.00222128300810009,0.547951584620481,0.547761289154826,0.376629206367197,TRUE
17,564.776153831384,44.1596879429726,-275.388076915692,2.74691771654192,0.00300791125456358,0.534268532768758,0.535648409313059,0.383529263110582,TRUE
18,562.097812967664,46.8380288066925,-274.048906483832,2.61671312642669,0.00443904604236607,0.520904169564971,0.531713635169336,0.392062606601624,TRUE
19,559.375319876095,49.5605218982616,-272.687659938048,2.58795309629429,0.00482740630858902,0.515065051880852,0.523847879012979,0.400594428355336,TRUE
20,556.025921317101,52.909920457256,-271.01296065855,2.50754998133197,0.00607856934291154,0.506223343222428,0.519810886927128,0.410898341334336,TRUE
21,552.654817982468,56.281023791889,-269.327408991234,2.41606786546164,0.00784456841997006,0.499433231035139,0.519491259429041,0.421059418073185,TRUE
22,550.421764779002,58.5140769953551,-268.210882389501,2.31497453213561,0.0103071629411604,0.495299335849822,0.517302784538931,0.42767691922327,TRUE
23,547.854843276793,61.0809984975642,-266.927421638396,2.23932270093686,0.0125674634277145,0.489174629870019,0.515281793517941,0.435174442654038,TRUE
24,546.335066106122,62.6007756682353,-266.167533053061,2.11055186372808,0.0174054244254324,0.48580220951132,0.518096823750231,0.439559140773073,TRUE
25,544.904662018365,64.0311797559915,-265.452331009183,1.97802690197438,0.0239628359382005,0.482357380210337,0.516328282964236,0.4436495789658,TRUE
26,543.517996932693,65.4178448416639,-264.758998466347,1.92716468658582,0.0269795546636027,0.479086144102758,0.513688946732569,0.447581582888726,TRUE
27,542.921686638941,66.014155135416,-264.46084331947,1.87629878354069,0.0303071319986081,0.475263209615861,0.512284379041458,0.449262454996339,TRUE
28,541.12368212706,67.8121596472972,-263.56184106353,1.8135772249075,0.034871419715354,0.473726009810163,0.50904153915035,0.454294512844497,TRUE
29,539.869149508462,69.0666922658949,-262.934574754231,1.72407599699401,0.0423470623064851,0.471185503353558,0.50790320087869,0.457773694946269,TRUE
