"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","sd.two_DB","sd.two_EB","R2","converge"
22,631.264184440865,46.4068198499089,-308.632092220433,4.54247862654394,2.77983174639767e-06,0.714813427215831,0.655597211053835,0.500380061754131,TRUE
23,630.6833305918,46.9876736989738,-308.3416652959,4.6487786894889,1.66953121071671e-06,0.713515288137044,0.648314343312245,0.502644490257036,TRUE
24,629.921097464191,47.7499068265832,-307.960548732095,4.64641084478635,1.68880003389875e-06,0.708392128797893,0.6428764427656,0.505598184799908,TRUE
25,628.79156760836,48.8794366824142,-307.39578380418,4.58237216338306,2.29865378559973e-06,0.701334723722575,0.64264558839669,0.509938278343642,TRUE
26,628.167993777564,49.5030105132103,-307.083996888782,4.67841893268629,1.44547712230163e-06,0.701692639294501,0.632884629655744,0.512315582593099,TRUE
27,627.679188687765,49.9918156030086,-306.839594343883,4.5693324172235,2.44640107020101e-06,0.695544689677064,0.633483716242572,0.514169863836169,TRUE
28,627.161376241879,50.5096280488946,-306.58068812094,4.5760135088831,2.36959978026587e-06,0.693666839116925,0.631359200004553,0.516125384481109,TRUE
29,626.490023284857,51.1809810059173,-306.245011642428,4.5888194966912,2.22879829005492e-06,0.691653477455467,0.629645907097366,0.518647352254145,TRUE
30,625.470547732195,52.2004565585788,-305.735273866098,4.49567334045697,3.46750673697412e-06,0.689045584530064,0.630159528424007,0.522448350512199,TRUE
31,624.905366175236,52.765638115538,-305.452683087618,4.48055794147863,3.72240825736824e-06,0.684708379273616,0.630243528526142,0.524540767015952,TRUE
32,624.238243019519,53.4327612712547,-305.11912150976,4.49306769332633,3.51022281344677e-06,0.683357420500332,0.627385668225737,0.526997114864225,TRUE
33,624.26768511195,53.4033191788236,-305.133842555975,4.36373235234307,6.3930999190901e-06,0.678494511772331,0.628793395145164,0.526889015554151,TRUE
34,623.49023060489,54.1807736858835,-304.745115302445,4.23573907875713,1.13900589178052e-05,0.674220043308532,0.628458923264102,0.529734063406783,TRUE
35,622.872129671368,54.7988746194063,-304.436064835684,4.23615867519205,1.13688063270459e-05,0.672677280518851,0.626692567096737,0.531982020758294,TRUE
36,622.093902337442,55.577101953332,-304.046951168721,4.23294483724145,1.15325546887475e-05,0.668710672145028,0.626310509970344,0.534794902469861,TRUE
37,621.433646936606,56.2373573541682,-303.716823468303,4.18299039390596,1.4384977639729e-05,0.666415878936878,0.626460011697986,0.53716624720106,TRUE
38,620.74219339212,56.9288108986534,-303.37109669606,4.23280310627299,1.15398274526749e-05,0.664640055283277,0.626521876270177,0.539634861898736,TRUE
39,619.634149550468,58.0368547403058,-302.817074775234,4.14064728234873,1.73163576977309e-05,0.661132112767255,0.626647671036368,0.543559516578385,TRUE
40,619.031155968815,58.6398483219591,-302.515577984407,4.09617190733388,2.10019035839514e-05,0.659292864588113,0.628485322167676,0.545679257090753,TRUE
41,618.388834943632,59.2821693471423,-302.194417471816,4.13689176278447,1.76021032006023e-05,0.657861305614491,0.629195991259604,0.547924910947819,TRUE
42,617.788155392559,59.8828488982145,-301.89407769628,4.12867359015179,1.82430963862367e-05,0.65576389444243,0.629556790993335,0.550013537328733,TRUE
43,616.92412672148,60.7468775692942,-301.46206336074,4.07663235651511,2.28463255503062e-05,0.653753604611319,0.629166500388137,0.552998602178279,TRUE
44,615.987908456114,61.6830958346595,-300.993954228057,4.00579975265045,3.09039980116869e-05,0.651022238342872,0.628082120117981,0.556207637968151,TRUE
45,615.396710696069,62.2742935947052,-300.698355348034,3.94218571370299,4.03712084255481e-05,0.649181237252816,0.62855732400017,0.558220547821987,TRUE
46,614.49322859081,63.1777756999641,-300.246614295405,3.90792511501544,4.65460741545305e-05,0.646523422330068,0.628788442334954,0.561276681907385,TRUE
47,614.047006358538,63.6239979322362,-300.023503179269,3.85784995293986,5.71944160222165e-05,0.644048182039344,0.628671214004141,0.56277720201558,TRUE
48,613.674488340143,63.9965159506309,-299.837244170072,3.85448490178792,5.79867699092331e-05,0.64280682677039,0.628104819884046,0.564025405638619,TRUE
49,612.992467074044,64.6785372167296,-299.496233537022,3.81753261991976,6.73964849542537e-05,0.641591473327527,0.627799881306455,0.566300181405582,TRUE
50,612.463901404897,65.2071028858768,-299.231950702449,3.80766036444034,7.01438823242391e-05,0.639940101783586,0.62856230354023,0.568053850524718,TRUE
