"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","sd.two_DB","sd.two_EB","R2","converge"
1,680.650869777088,-2.97986548631388,-333.325434888544,5.84105692716,2.59353372017926e-09,2.42491171143986,1.60554078324727,0.255754373934159,TRUE
2,681.401712215076,-3.73070792430235,-333.700856107538,6.0372247310347,7.83936503918701e-10,2.29570406349602,2.2439555559724,0.251075774560148,TRUE
3,677.892037983132,-0.221033692357878,-331.946018991566,5.7897839922465,3.52385003656749e-09,1.6859128658077,2.4295561528653,0.272652813518273,TRUE
4,675.141648921749,2.52935536902521,-330.570824460874,6.14854177301505,3.90992669070621e-10,1.38703239813605,2.30003530553169,0.289053240502255,TRUE
5,669.63509281194,8.03591147883412,-327.81754640597,5.29632253828925,5.9079028904771e-08,1.0729880310092,2.02030182307155,0.320605083195689,TRUE
6,663.677922680336,13.9930816104375,-324.838961340168,5.21673017830393,9.10546179868643e-08,0.952694749534967,1.73011667361563,0.352913088846421,TRUE
7,657.424950833147,20.2460534576271,-321.712475416573,4.90973735235719,4.5599228291545e-07,0.86745915071256,1.48533568378273,0.384916725479646,TRUE
8,653.950265290921,23.7207389998532,-319.97513264546,4.57881671956722,2.3380685205156e-06,0.85040795494325,1.32259210019507,0.401904142473589,TRUE
9,650.159071698079,27.511932592695,-318.079535849039,4.71697121527966,1.19690771377078e-06,0.834654015383959,1.18210367344832,0.419821666302395,TRUE
10,647.449258252708,30.2217460380663,-316.724629126354,4.42942939598525,4.72413689513304e-06,0.816957070231845,1.04714282003033,0.432247992992811,TRUE
11,645.346397981957,32.3246063088172,-315.673198990978,4.27628351937339,9.50195872819692e-06,0.8040415807154,0.950195880721222,0.441679234082537,TRUE
12,642.697211524491,34.9737927662825,-314.348605762246,4.27591508930067,9.51768849897872e-06,0.791595470519847,0.937032756948816,0.453304333784165,TRUE
13,641.191298808966,36.4797054818083,-313.595649404483,4.17448212619344,1.49332332798879e-05,0.782961569172129,0.873170211950484,0.459787971486338,TRUE
14,640.83894160041,36.8320626903641,-313.419470800205,4.03262746824793,2.75783397394007e-05,0.771700654431123,0.85934069727859,0.461292204509059,TRUE
15,640.906303694662,36.7647005961118,-313.453151847331,4.28580455016155,9.1039509391281e-06,0.767021163508125,0.740223156710372,0.461005005478195,TRUE
16,637.708689848143,39.9623144426311,-311.854344924071,4.39038166957576,5.65759386380621e-06,0.759367576494678,0.726406310932182,0.474445704737196,TRUE
17,636.743315279267,40.927689011507,-311.371657639633,4.43513129862584,4.6008094887525e-06,0.748550234613729,0.691533484896506,0.478427405854457,TRUE
18,635.503004025685,42.1680002650893,-310.751502012842,4.22961286022142,1.17046907682387e-05,0.735043613886682,0.689972739373399,0.483492272612066,TRUE
19,635.158962666068,42.5120416247056,-310.579481333034,4.18410991200879,1.43142790749346e-05,0.731349213049529,0.683691428793533,0.484887148226437,TRUE
20,634.248770600639,43.4222336901345,-310.12438530032,4.30104903898461,8.49957159351949e-06,0.723619980475423,0.671757565651613,0.488556589986974,TRUE
21,632.450261438532,45.2207428522422,-309.225130719266,4.31693416663181,7.91056598419829e-06,0.715405036309597,0.670005390729122,0.495719371009265,TRUE
