"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","sd.two_DB","sd.two_EB","R2","converge"
1,581.952721295981,-2.65797629631254,-283.97636064799,0.766246994027999,0.221764675519022,1.64281469612663,2.00429222244834,0.306122351951642,TRUE
2,583.024030747653,-3.7292857479847,-284.512015373826,0.8304184892811,0.203151107764899,2.15910629358108,2.48738522173555,0.299857385369076,TRUE
3,582.823085164813,-3.52834016514498,-284.411542582407,0.879327811718882,0.189611780211245,2.21646367516096,2.06266855372381,0.301037580763148,TRUE
4,582.29904691077,-3.00430191110172,-284.149523455385,0.929452506788866,0.176327313669728,2.15257252855521,1.75950622735611,0.304104327138393,TRUE
5,581.06932938157,-1.77458438190195,-283.534664690785,0.881648521026776,0.188983453755811,2.08151816966563,1.33305164651809,0.311238623788265,TRUE
6,578.005142088543,1.28960291112492,-282.002571044272,0.998221137998351,0.159086069298647,2.07645639481089,0.926142158500969,0.328643476908638,TRUE
7,579.013149655099,0.281595344569268,-282.506574827549,1.14011633939102,0.127118917768409,2.08191715245217,0.816356352117242,0.322975789863919,TRUE
8,578.195463638878,1.09928136078963,-282.097731819439,1.36709783238749,0.0857973213126319,2.03814518710002,0.814303917958962,0.327577660219306,TRUE
9,576.59564647082,2.69909852884837,-281.29782323541,1.55640428663318,0.0598059932574451,2.02082767089412,0.781955349346839,0.33647509178655,TRUE
10,576.829233672181,2.46551132748732,-281.41461683609,1.49976573511618,0.0668375480246542,2.01021943128206,0.771425154803671,0.335184678628221,TRUE
11,575.420327246069,3.87441775359878,-280.710163623035,1.72646815511403,0.0421316117845826,1.93347791884443,0.759620952083004,0.342923345942697,TRUE
12,573.993870954759,5.30087404490916,-279.996935477379,1.8992787633207,0.0287639167846481,1.92235251827212,0.746531281759977,0.350650576420255,TRUE
13,574.649930110746,4.64481488892159,-280.324965055373,1.98251326099788,0.0237109123392155,1.87585265385938,0.743035135723993,0.347110011368145,TRUE
14,574.567659572588,4.7270854270796,-280.283829786294,2.01322800252181,0.0220453243029764,1.81153415700162,0.728481841324781,0.347555245870011,TRUE
15,574.264181742077,5.03056325759155,-280.132090871038,2.11580630309109,0.0171806424070525,1.74551857059139,0.71890622865046,0.349194529888327,TRUE
