"STEM_ID","IND_ID","MESH","X","Y","SP","LT","LD05","LD15","LD","DBH05","DBH15","DBH20","DBH","RGR20","RGRa","RGRb","ci1","ci2","ci3","ci4"
51,51,"ALT700A03",99.6,52,"ブナ","DB",0,0,0,13.3,14.6,15.2,15.3,0.824051724533422,1.86514986973165,0.93662599368198,31.4327139887373,9.99879401913169,21.4339199696056,0
52,52,"ALT700A03",97.4,51.3,"ケヤキ","DB",0,0,0,38.5,46.4,50.7,52.1,1.77945122038578,3.73282435876942,2.31730979054223,20.8494075102941,5.82362682322863,15.0257806870655,0
54,54,"ALT700A03",90.2,54.75,"アブラチャン","DB",0,0,0,5.2,7.2,7.6,7.7,2.3091864898368,6.50844800869256,1.34278605675257,72.4356204488416,26.6960108937623,45.7396095550793,0
55,55,"ALT700A03",92.5,55.25,"アカガシ","EB",0,0,0,20,25.2,28.2,28.7,2.12449911300932,4.62223441926773,2.60106256496396,58.3327703252119,10.9205579081992,47.4122124170127,0
56,56,"ALT700A03",90.8,58.85,"シキミ","EB",0,0,0,12.5,13.1,13.3,13.3,0.364914064232075,0.937671717977009,0.303036100412045,59.8960534147569,16.9002352498528,42.9958181649041,0
58,58,"ALT700A03",93.55,57.7,"アカガシ","EB",0,0,0,24.8,28.9,30.3,30.7,1.25540589071891,3.059958838949,1.2084211894953,38.3165135953252,9.41221441577969,28.9042991795455,0
59,59,"ALT700A03",93.35,57.9,"シキミ","EB",0,0,0,6.8,7.2,7.1,7.2,0.336225963764404,1.14316827679897,0,102.401996962247,22.1457270605198,80.2562699017274,0
60,60,"ALT700A03",95.75,58.35,"アカガシ","EB",0,0,0,9.5,10.8,11.3,11.4,1.07247974584679,2.56508671047358,1.08134442540552,52.8478014618713,17.0409766813748,35.8068247804965,0
62,62,"ALT700A04",94.4,64.4,"ブナ","DB",0,0,0,36.4,42.1,44.9,45.2,1.27369595409112,2.90957932091282,1.420986922997,28.2376494421598,5.4148504200507,22.8227990221091,0
63,63,"ALT700A04",90.3,60.8,"オオモミジ","DB",0,0,0,22.3,23.4,23.9,23.9,0.407598708655246,0.962986877951652,0.422848731476183,48.538856113643,15.3423343283231,33.1965217853199,0
64,64,"ALT700A04",90.5,63.8,"イタヤカエデ","DB",0,0,0,15,16.1,16.3,16.4,0.524889021929074,1.41538141776415,0.369241256794707,51.7626324371614,12.289474830064,39.4731576070974,0
65,65,"ALT700A04",92.2,69.05,"ヒメシャラ","DB",0,0,0,12,12.2,12.3,12.3,0.145250662296304,0.33058603902421,0.163266212783221,58.9267204437285,11.304533595115,47.6221868486135,0
67,67,"ALT700A04",95.4,67,"ヒメシャラ","DB",0,0,0,67.7,69.3,70.3,70.6,0.246729203417453,0.467174525552562,0.371704766066777,22.8230621467163,0,22.8230621467163,0
68,68,"ALT700A04",95.2,70.3,"シキミ","EB",0,0,0,6.6,8.5,8.7,8.8,1.69224748501048,5.05993028927782,0.693711159757802,66.8264658401623,20.2276547964985,46.5988110436638,0
69,69,"ALT700A04",93.6,71.95,"オオモミジ","DB",0,0,0,22.6,24.1,24.9,25.2,0.64055346023022,1.28523868436738,0.892643080415363,43.3397708613342,10.2273708396632,33.112400021671,0
70,70,"ALT700A04",92.9,75.15,"マメザクラ","DB",0,0,0,6.2,6.6,NA,6.8,0.543372471358912,1.25040713962668,0.597059262993623,69.1120383512986,10.6364812577617,58.4755570935369,0
71,71,"ALT700A04",90.5,78.6,"ヒメシャラ","DB",0,0,0,32.1,34.3,35.3,35.7,0.62526269793896,1.32578648071848,0.800106692273988,35.1690452109775,3.12856542404679,32.0404797869307,0
76,76,"ALT700A04",96.8,74.8,"イタヤカエデ","DB",0,0,0,17.8,18.9,18.8,18.7,0.290147450367656,1.19926929535114,-0.212767964101115,38.2905732579297,8.7441842986978,29.5463889592319,0
77,77,"ALT700A04",98.15,74.95,"イタヤカエデ","DB",0,0,0,14.5,20.4,23.8,24.3,3.03722177011749,6.82772502847284,3.49882898992665,31.705927467925,6.09936292982737,25.6065645380976,0
78,78,"ALT700A05",99.6,85,"イタヤカエデ","DB",0,0,0,21.5,27.5,30.2,30.7,2.09535129093844,4.92266139077817,2.20153299841252,29.2404744502893,0,29.2404744502893,0
84,84,"ALT700A05",95.05,82.05,"チドリノキ","DB",0,0,0,6,7.5,7.5,7.6,1.39052222390724,4.4628710262842,0.26490453500041,76.8954479126263,6.65168964689534,70.243758265731,0
85,85,"ALT700A05",91.85,80.3,"オオモミジ","DB",0,0,0,15.3,16.5,17.9,18.4,1.08528138950912,1.5101510501629,2.1798056741681,47.5260606461958,5.34319512049548,42.1828655257003,0
86,86,"ALT700A05",91.6,80.25,"オオモミジ","DB",0,0,0,5.8,7.1,7.2,7.4,1.43307107445736,4.04473732989792,0.82770432325709,70.8552154983644,6.98317618311886,63.8720393152455,0
88,88,"ALT700A05",90.6,88.2,"オオモミジ","DB",0,0,0,25,30.1,30.5,25.3,0.0701680639133754,3.71298693773259,-3.47441552042711,43.7359244233264,2.13417323795111,41.6017511853753,0
89,89,"ALT700A05",94,89.2,"ヒメシャラ","DB",0,0,0,40.1,41.5,NA,28.1,-2.09180445866367,0.686341858482583,-7.79847701793905,32.8583046154793,2.0716103414673,30.786694274012,0
90,90,"ALT700A05",96.7,88.3,"チドリノキ","DB",0,0,0,5.6,7,7.5,7.6,1.79636264441872,4.4628710262842,1.64476196473944,52.9120933961078,6.00555560005514,46.9065377960526,0
92,91,"ALT700A05",99.15,86.75,"アブラチャン","DB",0,0,0,6.5,7.4,7.8,7.9,1.14741519159638,2.59355646617065,1.30765518525703,82.3471632382003,4.96311852738952,77.3840447108108,0
94,94,"ALT700A05",94.6,93.05,"アブラチャン","DB",0,0,0,6.3,7.8,8.1,8.1,1.47832016635827,4.27148200596118,0.754806559656942,95.2557647756518,15.5929216958814,79.6628430797704,0
97,97,"ALT700A05",91.1,92.4,"ヒメシャラ","DB",0,0,0,43.4,44.8,45.4,45.8,0.316615588316353,0.634973966291605,0.441519033983997,33.9897820833436,0,33.9897820833436,0
