STEM_ID,IND_ID,MESH,X,Y,SP,LT,LD05,LD15,LD20,LD24,DBH05,DBH15,DBH20,DBH24,BA24,TBA24,X_modified,Y_modified,ALT,slope,TPI
2797,2797,ALT600A02,7.75,64.15,イヌガシ,EB,,,0,0,,,5,5.3,0.002206,0.002586,46682.12746,-93432.28294,613.0010376,2.668457533,0.498006185
1007,1007,ALT600A03,,,シロダモ,EB,0,0,1,1,7.5,7.5,,,,,,,,,
1008,1008,ALT600A03,9.7,53.8,アカガシ,EB,0,0,0,0,6.9,7.1,7.8,8.5,0.005675,0.005675,46685.26985,-93442.33533,608.4800415,3.715080494,0.048456365
1009,1010,ALT600A03,8.95,53.8,アカガシ,EB,0,0,0,0,7.4,8.8,9.3,9.4,0.00694,0.00694,46684.52496,-93442.42269,608.4800415,3.62194463,0.05802055
1010,1010,ALT600A03,8.95,53.8,アカガシ,EB,0,0,1,1,7.3,7.2,,,,,46684.52496,-93442.42269,608.4800415,3.62194463,0.05802055
1011,1011,ALT600A03,8.3,53.75,イヌガシ,EB,0,0,0,0,6.4,7.8,9.8,10.7,0.008992,0.009911,46683.88521,-93442.54807,608.4800415,3.728410141,0.014667858
1012,1012,ALT600A03,5.95,53.35,イヌガシ,EB,0,0,0,0,6.2,7.2,8.4,9.1,0.006504,0.006504,46681.5978,-93443.2191,606.4000244,3.81431078,-0.029573881
1013,1014,ALT600A03,5.9,51.15,イヌガシ,EB,0,1,1,1,7.9,8.9,,,,,46681.80442,-93445.40995,608.4800415,3.99317127,-0.128651937
1014,1014,ALT600A03,5.9,51.15,イヌガシ,EB,0,0,0,0,8.4,8.7,10.7,12,0.01131,0.018212,46681.80442,-93445.40995,608.4800415,3.99317127,-0.128651937
1015,1015,ALT600A03,,,イヌガシ,EB,0,1,1,1,44.3,,,,,,,,,,
1016,1016,ALT600A03,5.85,55.45,アカガシ,EB,0,0,0,0,18.6,22.9,26.8,29.7,0.069279,0.069279,46681.25385,-93441.14504,606.4000244,3.469504525,0.139966329
1017,1017,ALT600A03,6.3,55.25,イヌガシ,EB,0,0,0,0,10.4,12.4,14.1,15.5,0.018869,0.018869,46681.72409,-93441.29126,608.4800415,3.469504525,0.139966329
2266,2266,ALT600A03,4.55,48.95,アカガシ,EB,,0,0,0,,6.4,7,7.4,0.004301,0.004301,46680.71988,-93447.75223,603.6473389,3.710393442,-0.297227942
2798,2798,ALT600A03,4.1,57.65,イヌガシ,EB,,,0,0,,,5.5,5.9,0.002734,0.006223,46679.25949,-93439.16388,608.7942505,3.245732779,0.172870138
2799,2798,ALT600A03,4.1,57.65,イヌガシ,EB,,,0,0,,,5,5.5,0.002376,0.006223,46679.25949,-93439.16388,608.7942505,3.245732779,0.172870138
2800,1014,ALT600A03,5.9,51.15,イヌガシ,EB,,,0,0,,,7.5,7.8,0.004778,0.018212,46681.80442,-93445.40995,608.4800415,3.99317127,-0.128651937
996,996,ALT600A03,9.4,44.9,イヌガシ,EB,0,0,0,1,9,11.4,12.7,,,,46686.00865,-93451.20968,605.3822632,4.574078441,-0.236221977
997,997,ALT600A03,9.45,41.55,イヌガシ,EB,0,0,0,0,5.9,7.2,7.2,7.3,0.004185,0.004185,46686.44854,-93454.53105,604.1676025,4.514378938,-0.431152344
998,998,ALT600A03,7.6,41.7,イヌガシ,EB,0,0,0,0,5.5,6.5,7.9,8.7,0.005945,0.005945,46684.59367,-93454.59758,604.1676025,4.32495097,-0.450404576
999,999,ALT600A04,,,イヌガシ,EB,0,0,0,1,6.2,7.7,10.2,,,,,,,,
1000,1000,ALT600A04,3.3,39.8,イヌガシ,EB,0,0,0,1,7.8,11.7,11.8,,,,46680.54427,-93456.98555,601.9111328,4.751187565,-0.543947856
1001,1000,ALT600A03,3.3,39.8,イヌガシ,EB,0,1,1,1,7.5,10.3,,,,,46680.54427,-93456.98555,601.9111328,4.751187565,-0.543947856
1002,1002,ALT600A03,,,ヤブニッケイ,EB,0,1,1,1,15.2,,,,,,,,,,
1003,1003,ALT600A03,1.2,45.25,ヤブニッケイ,EB,0,0,0,0,6,8.7,8.8,9,0.006362,0.006362,46677.8237,-93451.81728,602.1455078,4.205599425,-0.415300293
1004,1004,ALT600A03,1.2,45.5,ヤブニッケイ,EB,0,0,0,0,6.5,11.5,14.5,16.6,0.021642,0.021642,46677.79458,-93451.56898,602.1455078,4.076473676,-0.428413391
1005,1005,ALT600A03,4.3,47.9,イヌガヤ,EC,0,0,0,0,6.8,7,7,7.1,0.003959,0.003959,46680.5939,-93448.8242,603.6473389,3.758092058,-0.292477926
1006,1006,ALT600A03,,,イヌガシ,EB,0,0,1,1,12.7,15.8,,,,,,,,,
2163,2163,ALT600A03,,,アオキ,EB,0,0,1,1,5.1,5.1,,,,,,,,,
2164,2164,ALT600A03,7.85,48.55,イヌガシ,EB,0,0,0,0,5.2,8.1,10.3,11.3,0.010029,0.010029,46684.04401,-93447.76509,605.3822632,4.102129205,-0.222872647
2229,2229,ALT600A03,,,イヌガシ,EB,,0,1,1,,8.2,,,,,,,,,
2230,2230,ALT600A03,,,ヤブニッケイ,EB,,0,1,1,,,,,,,,,,,
2267,2267,ALT600A03,9.05,42.65,イヌガシ,EB,,0,0,0,,6.3,7.5,8.3,0.005411,0.005411,46685.92313,-93453.48514,604.1676025,4.514378938,-0.431152344
2268,2268,ALT600A03,6,43.95,イヌガシ,EB,,1,0,0,,5.9,7.8,9.5,0.007088,0.007088,46682.74246,-93452.54928,604.1676025,4.073345207,-0.416249593
2269,2269,ALT600A03,6.45,32.9,イヌガシ,EB,,0,0,1,,5,5.2,,,,46684.4766,-93463.47163,605.2203979,5.209902893,-0.460744222
2308,2308,ALT600A03,,,ミズキ,DB,,1,1,1,,5.6,,,,,,,,,
2362,2362,ALT600A03,5.25,44.9,イヌガシ,EB,,0,0,0,,6,8,9.1,0.006504,0.006504,46681.8869,-93451.69311,604.1676025,4.000556129,-0.428476969
2577,2577,ALT600A04,,,ヤブニッケイ,EB,,0,0,1,,5.1,7.2,,,,,,,,
2801,2801,ALT600A03,5.25,47.5,イヌガシ,EB,,,0,0,,,5.5,5.5,0.002376,0.005395,46681.58403,-93449.11081,603.6473389,3.94838459,-0.314539983
2802,2801,ALT600A03,5.25,47.5,イヌガシ,EB,,,0,0,,,5.3,6.2,0.003019,0.005395,46681.58403,-93449.11081,603.6473389,3.94838459,-0.314539983
2803,2803,ALT600A03,8.2,46.9,アカガシ,EB,,,0,0,,,5.3,6,0.002827,0.002827,46684.58384,-93449.36309,605.3822632,4.342001395,-0.232136119
2804,2804,ALT600A03,6.8,44.4,イヌガシ,EB,,,0,0,,,5,5.4,0.00229,0.00229,46683.48459,-93452.00915,604.1676025,4.250838554,-0.342668457
2805,2805,ALT600A03,5.6,44.6,イヌガシ,EB,,,0,0,,,7.8,9.2,0.006648,0.006648,46682.26946,-93451.9503,604.1676025,4.000556129,-0.428476969
986,986,ALT600A04,,,アオキ,EB,0,0,1,1,8.2,8.2,,,,,,,,,
987,987,ALT600A04,8.95,36.65,ケヤキ,DB,0,0,0,0,104,108.5,109.6,111.2,0.971179,0.971179,46686.52274,-93459.45594,604.5078735,4.513308028,-0.45030721
988,988,ALT600A04,8.7,34.65,イヌガシ,EB,0,0,0,1,9.5,9.8,9.8,,,,46686.50742,-93461.47144,604.5078735,4.777617989,-0.389042969
989,989,ALT600A04,9.6,33.35,イヌガシ,EB,0,0,0,0,14.5,15.6,16.1,16.3,0.020867,0.020867,46687.55273,-93462.65775,608.5819092,4.802500029,-0.391957601
990,990,ALT600A04,10,32.4,アカガシ,EB,0,0,0,0,23.7,28.1,31.1,33.9,0.090259,0.091167,46688.06067,-93463.55469,608.5819092,4.931139055,-0.230381178
991,991,ALT600A04,3.4,32.95,ムラサキシキブ,DB,0,0,0,0,6.1,6,6,6.2,0.003019,0.007594,46681.44154,-93463.77726,601.7434692,5.922930581,-0.428026835
992,991,ALT600A04,3.4,32.95,ムラサキシキブ,DB,0,0,0,0,5.6,6.6,6.7,7.1,0.003959,0.007594,46681.44154,-93463.77726,601.7434692,5.922930581,-0.428026835
993,994,ALT600A04,3.85,36.35,ヒサカキ,EB,0,0,0,0,6.5,7.5,8.3,8.7,0.005945,0.034156,46681.49241,-93460.34799,601.9111328,5.008488972,-0.476940918
994,994,ALT600A04,3.85,36.35,ヒサカキ,EB,0,0,0,0,16,17.4,18.1,18.8,0.027759,0.034156,46681.49241,-93460.34799,601.9111328,5.008488972,-0.476940918
995,995,ALT600A04,,,カエデ?,DB,1,1,1,1,14.7,,,,,,,,,,
2806,2806,ALT600A04,4.25,33.65,イヌガシ,EB,,,0,0,,,5,5.6,0.002463,0.002463,46682.20421,-93462.98301,605.2203979,5.417467636,-0.506075541
2807,2807,ALT600A04,6.75,32.05,イヌガシ,EB,,,0,0,,,5.2,5.4,0.00229,0.00229,46684.87357,-93464.2809,605.2203979,5.263661851,-0.433341286
2808,2808,ALT600A04,6.65,31.45,イヌガシ,EB,,,0,0,,,4.9,5.1,0.002043,0.002043,46684.84415,-93464.88846,605.2203979,5.291825374,-0.411469959
977,978,ALT600A04,9.3,26.55,ヤブニッケイ,EB,0,0,0,0,33.9,39.9,42.8,45.5,0.162597,0.329804,46688.0469,-93469.4464,609.6206055,5.714768832,-0.221028646
978,978,ALT600A04,9.3,26.55,ヤブニッケイ,EB,0,0,0,0,42.2,44.3,44.5,45.1,0.159751,0.329804,46688.0469,-93469.4464,609.6206055,5.714768832,-0.221028646
979,980,ALT600A04,,,アブラチャン,DB,0,1,1,1,11,,,,,,,,,,
980,980,ALT600A04,7.85,27.05,アブラチャン,DB,0,0,1,1,12.9,13.3,,,,,46686.54853,-93469.11872,605.6479492,6.04432982,-0.254199219
981,981,ALT600A04,,,アブラチャン,DB,0,1,1,1,9.2,,,,,,,,,,
982,982,ALT600A04,,,イヌガシ,EB,1,1,1,1,6.1,,,,,,,,,,
983,983,ALT600A04,3.75,21.05,ミズキ,DB,0,0,0,0,29.7,32.8,34.5,35.3,0.097868,0.097868,46683.17538,-93475.55547,605.9080811,6.87330735,-0.347035284
984,984,ALT600A04,,,アブラチャン,DB,0,1,1,1,6.8,,,,,,,,,,
985,984,ALT600A04,,,アブラチャン,DB,0,1,1,1,6.7,,,,,,,,,,
2270,2270,ALT600A04,3.2,29.65,イヌガシ,EB,,0,0,0,,8.8,11,12.3,0.011882,0.013077,46681.62731,-93467.07809,601.7434692,5.732242982,-0.367726644
2342,978,ALT600A04,9.3,26.55,ヤブニッケイ,EB,,0,0,0,,5.1,5.3,5.3,0.002206,0.329804,46688.0469,-93469.4464,609.6206055,5.714768832,-0.221028646
2578,2578,ALT600A04,0.2,27.25,アブラチャン,DB,,0,0,0,,5.5,6.7,7.7,0.004657,0.004657,46678.92731,-93469.81122,603.2941284,6.4162563,-0.348458426
973,973,ALT600A05,6.45,13.8,ケヤキ,DB,0,0,0,1,60,61,61,,,,46686.70154,-93482.4416,607.2510376,6.76023917,-0.299726563
974,974,ALT600A05,4.35,15.35,イヌガシ,EB,0,0,0,0,5.9,8.8,10,11.9,0.011122,0.011122,46684.43528,-93481.14678,607.2510376,6.983634495,-0.334963844
975,975,ALT600A05,1.55,12.35,ヤブニッケイ,EB,0,0,1,1,5.4,5.5,,,,,46682.00381,-93484.45252,610.2890625,6.02736329,-0.142361959
976,975,ALT600A05,1.55,12.35,ヤブニッケイ,EB,0,0,0,0,6,10.1,12.5,15.6,0.019113,0.019113,46682.00381,-93484.45252,610.2890625,6.02736329,-0.142361959
957,957,ALT600A05,,,オオモミジ,DB,0,1,1,1,7.7,7.9,,,,,,,,,
958,958,ALT600A05,8.6,2.55,イタヤカエデ,DB,0,0,0,0,67.4,70,71.5,72.8,0.416248,0.416248,46690.1474,-93493.36455,612.9002686,5.2356044,-0.112002165
959,959,ALT600A05,7.25,0.9,アカガシ,EB,0,0,0,0,8.4,9.4,9.6,9.6,0.007238,0.007238,46688.9988,-93495.16058,616.0463867,4.945505991,-0.005871582
960,960,ALT600A05,6.9,0.45,イヌガシ,EB,0,0,0,0,11.3,13,13.7,13.9,0.015175,0.015175,46688.7036,-93495.64829,616.0463867,5.088299533,0.055526733
961,961,ALT600A05,6.7,0.65,アカガシ,EB,0,0,0,0,6.3,6.8,6.9,7.3,0.004185,0.004185,46688.48167,-93495.47295,616.0463867,4.919159085,0.024876912
962,962,ALT600A05,3.7,1.15,イヌガシ,EB,0,0,0,0,9.3,10.6,11.3,11.5,0.010387,0.010387,46685.44385,-93495.32582,616.5621338,5.138456964,0.134143066
963,963,ALT600A05,3.45,-0.25,イヌガシ,EB,0,0,0,0,7,8.7,9.5,10,0.007854,0.007854,46685.35863,-93496.74541,616.5621338,5.162337585,0.22403509
964,964,ALT600A05,2.8,0.1,ウラジロガシ,EB,0,0,0,0,18.3,19.6,20.4,21.2,0.035299,0.035299,46684.67229,-93496.47351,616.5621338,5.2122867,0.239679751
965,965,ALT600A05,4.1,1.3,オオモミジ,DB,0,0,0,0,40,40.1,40.1,40.1,0.126293,0.222504,46685.82365,-93495.13025,616.5621338,5.064132959,0.14691925
966,965,ALT600A05,4.1,1.3,オオモミジ,DB,0,0,0,0,33.9,34.3,34.6,35,0.096211,0.222504,46685.82365,-93495.13025,616.5621338,5.064132959,0.14691925
967,965,ALT600A05,4.1,1.3,オオモミジ,DB,0,1,1,1,28.8,,,,,,46685.82365,-93495.13025,616.5621338,5.064132959,0.14691925
968,968,ALT600A05,2.3,2.4,アオハダ,DB,0,0,0,0,10.2,10,10.1,10.4,0.008495,0.009817,46683.90777,-93494.24741,613.6368408,5.36375005,0.091814677
969,969,ALT600A05,2.05,3.75,イヌガシ,EB,0,0,0,0,12,13.2,13.8,14,0.015394,0.015394,46683.50221,-93492.93573,613.6368408,5.328320341,0.066988858
970,970,ALT600A05,3.65,4.4,イヌガシ,EB,0,0,0,0,5.7,6.3,6.7,7.1,0.003959,0.003959,46685.0156,-93492.10377,613.6368408,5.240173783,0.069117955
971,971,ALT600A05,,,アブラチャン,DB,0,0,1,1,5.1,5,,,,,,,,,
972,972,ALT600A05,3.8,8.8,カジカエデ,DB,0,0,0,0,33.9,34.1,34.3,34.8,0.095115,0.095115,46684.65203,-93487.71625,610.2890625,6.312976349,-0.166931152
2271,2271,ALT600A05,3.55,-1.35,イヌガシ,EB,,0,0,0,,4.8,5.1,5.2,0.002124,0.002124,46685.58609,-93497.82627,616.5621338,5.047352127,0.250591776
2809,2809,ALT600A05,5.5,4.2,ヤブニッケイ,EB,,,0,0,,,5.1,5.9,0.002734,0.002734,46686.8763,-93492.0869,613.6368408,5.357297191,-0.025796744
861,861,ALT600A01,17.9,92.95,イヌガシ,EB,0,0,0,0,29.7,32.6,34.8,35.7,0.100098,0.100098,46688.85348,-93402.49665,601.3744507,5.327506488,-0.397984823
862,862,ALT600A01,,,オオモミジ,DB,0,0,1,1,11.7,11.9,,,,,,,,,
863,865,ALT600A01,,,アブラチャン,DB,0,0,1,1,6.8,6.7,,,,,,,,,
864,865,ALT600A01,,,アブラチャン,DB,0,1,1,1,7.3,,,,,,,,,,
865,865,ALT600A01,,,アブラチャン,DB,0,1,1,1,8.8,,,,,,,,,,
866,866,ALT600A01,11.35,92.1,イヌガヤ,EC,0,0,0,0,14.3,15,15.4,16,0.020106,0.020106,46682.44709,-93404.10387,604.2252197,5.358179159,-0.355565389
867,867,ALT600A01,13.3,91.8,オオモミジ,DB,0,0,0,0,34.5,35.5,36.2,37.1,0.108103,0.108103,46684.41876,-93404.17467,604.2252197,5.342898708,-0.273469344
868,868,ALT600A01,14.4,90.55,アカガシ,EB,0,0,0,0,14.2,15.7,16,16.9,0.022432,0.022432,46685.65688,-93405.28802,604.2252197,5.169788762,-0.260553775
2272,865,ALT600A01,,,アブラチャン,DB,,0,1,1,,4.7,,,,,,,,,
869,869,ALT600A01,,,アブラチャン,DB,0,1,1,1,5.3,,,,,,,,,,
870,870,ALT600A01,18.65,87.85,イヌガシ,EB,0,0,0,0,14.7,15,15.6,16,0.020106,0.020106,46690.19247,-93407.47456,604.4779663,4.773235328,-0.287981669
871,871,ALT600A01,16.55,87.55,イヌガシ,EB,0,0,0,0,29.9,31.5,32.5,33.5,0.088141,0.089594,46688.14171,-93408.01715,604.4779663,4.564135868,-0.204686945
872,872,ALT600A01,,,アブラチャン,DB,1,1,1,1,5.2,,,,,,,,,,
873,873,ALT600A01,13.35,84.35,イヌガシ,EB,0,0,0,0,10.4,12.4,14.3,15.7,0.019359,0.019359,46685.33626,-93411.56813,607.194397,4.40220071,0.107707631
874,874,ALT600A02,15.6,70.2,アカガシ,EB,0,0,0,0,15,15.7,15.7,16.5,0.021382,0.021382,46689.21926,-93425.35969,615.3381958,2.706070747,0.553034465
875,875,ALT600A02,16.55,70.1,イヌガシ,EB,0,0,0,0,7.4,7.7,8.1,8.4,0.005542,0.005542,46690.17444,-93425.34835,615.3381958,2.706070747,0.553034465
876,876,ALT600A02,16.2,72.65,イヌガシ,EB,0,0,0,0,12.4,13.1,13.6,14.4,0.016286,0.016286,46689.52978,-93422.85648,613.5993652,2.508796533,0.516283118
877,877,ALT600A02,17.95,73.7,イヌガシ,EB,0,0,0,0,16,17.1,17.9,18.4,0.02659,0.02659,46691.14555,-93421.60977,613.5993652,2.729569302,0.472852071
878,878,ALT600A02,17.55,76.7,イヌガシ,EB,0,0,0,0,10.6,11.4,12.4,13,0.013273,0.013273,46690.39881,-93418.67679,610.7581787,3.501447189,0.393251953
879,879,ALT600A02,10.5,77.9,イヌガシ,EB,0,0,0,0,20.2,21.9,23.3,23.9,0.044863,0.04834,46683.25702,-93418.30621,610.2314453,3.088316092,0.467724609
880,880,ALT600A02,10.75,77.45,ヒメシャラ,DB,0,0,0,0,36.5,36.9,36.9,37,0.107521,0.107521,46683.55774,-93418.72402,610.2314453,3.088316092,0.467724609
881,881,ALT600A02,,,アオキ,EB,0,1,1,1,6.1,,,,,,,,,,
882,882,ALT600A02,15.4,74.7,アカガシ,EB,0,0,0,0,75,78.2,79.7,81.8,0.525529,0.525529,46688.49642,-93420.91363,613.5993652,2.58567826,0.492162531
883,883,ALT600A02,,,オオモミジ,DB,1,1,1,1,6.3,,,,,,,,,,
884,884,ALT600A02,14.3,73.75,ヒメシャラ,DB,0,0,0,0,25.5,25.4,25.5,25.6,0.051472,0.051472,46687.51458,-93421.9853,613.5993652,2.455677521,0.478718262
885,885,ALT600A02,10.55,71.2,イヌガシ,EB,0,0,0,0,15.2,16.6,17.7,18.5,0.02688,0.028766,46684.08715,-93424.95477,613.3761597,2.173577587,0.540181478
