STEM_ID,IND_ID,MESH,X,Y,SP,LT,LD05,LD15,LD20,LD22,DBH05,DBH15,DBH20,DBH22,BA22,TBA22,X_modified,Y_modified,ALT,slope,TPI
14,14,ALT700A01,98.05,10.7,オオモミジ,DB,0,0,0,0,6.2,6.6,6.8,6.8,0.003632,0.003632,47137.30919,-92823.55788,710.4801636,1.557950861,0.127276103
15,15,ALT700A01,97.3,10.3,シキミ,EB,0,0,0,0,9,11.7,13.4,13.9,0.015175,0.015175,47136.50136,-92823.82229,710.2700806,1.478401528,0.159357486
16,16,ALT700A01,95,12.4,シキミ,EB,0,0,0,0,7.3,9.1,10,10.2,0.008171,0.010905,47134.59876,-92821.3565,709.374939,1.33771553,0.195373535
17,16,ALT700A01,95.1,12.4,シキミ,EB,0,0,0,0,5.6,5.8,5.8,5.9,0.002734,0.010905,47134.69726,-92821.37378,709.374939,1.33771553,0.195373535
18,18,ALT700A01,92.85,13.95,オオモミジ,DB,0,0,0,0,5.9,6.9,7.1,7.1,0.003959,0.003959,47132.74888,-92819.45836,709.374939,1.202365724,0.19913737
19,19,ALT700A01,,,ケヤキ,DB,1,1,1,1,5.8,,,,,,,,,,
20,20,ALT700A01,94.5,16.15,シキミ,EB,0,0,0,0,5.1,5.8,6.3,6.4,0.003217,0.003217,47134.75416,-92817.57651,709.374939,1.278115201,0.197311401
21,21,ALT700A01,90.55,18.2,アオハダ,DB,0,0,0,0,9,9.4,6.2,9.4,0.00694,0.00694,47131.21774,-92814.8749,708.7401733,1.12352466,0.166813965
22,22,ALT700A01,,,タンナサワフタギ,DB,0,1,1,1,5.6,5.6,,,,,,,,,
23,23,ALT700A01,95.45,19.9,オオモミジ,DB,0,0,1,1,4.8,4.9,,,,,47136.33776,-92814.04703,708.5380859,1.303534969,0.144460042
24,24,ALT700A01,,,イヌガヤ,EC,0,1,1,1,6.2,6.3,,,,,,,,,
25,25,ALT700A02,99.2,20.8,ブナ,DB,0,0,0,0,20,25.5,29.5,30.1,0.071158,0.071158,47140.18686,-92813.80845,708.135498,1.405067821,0.117606027
26,26,ALT700A02,94.7,21.6,オオモミジ,DB,0,0,0,0,13.8,13.9,14,14,0.015394,0.015394,47135.89275,-92812.24302,708.5380859,1.356761537,0.129806519
27,27,ALT700A02,,,シキミ,EB,0,0,1,1,8.6,8.7,,,,,,,,,
28,28,ALT700A02,,,オオモミジ,DB,0,1,1,1,5.3,,,,,,,,,,
29,29,ALT700A02,90.3,26.6,アカガシ,EB,0,0,0,0,46.7,53.5,55.1,55.5,0.241922,0.243106,47132.42276,-92806.55802,707.197937,1.366281167,0.195724487
30,30,ALT700A02,95.1,29.9,オオモミジ,DB,0,0,0,0,5.3,6.5,7.1,7.3,0.004185,0.004185,47137.72071,-92804.13694,703.7076416,1.725141672,0.167714844
31,31,ALT700A02,,,ヒメシャラ,DB,0,1,1,1,38.6,,,,,,,,,,
32,32,ALT700A02,96.8,27.1,アカガシ,EB,0,0,0,0,7.4,7.8,7.8,7.8,0.004778,0.004778,47138.9114,-92807.18854,706.2863159,1.432009392,0.144226074
33,33,ALT700A02,99.7,25.75,イヌシデ,DB,0,0,0,0,21.7,23.2,22.2,22.3,0.039057,0.039057,47141.53455,-92809.01927,706.2863159,1.581134042,0.113227844
34,34,ALT700A02,98,35.15,オオモミジ,DB,0,0,0,0,14.5,16.6,18.6,19.3,0.029255,0.029255,47141.48414,-92799.46691,701.255127,2.367309993,0.106344472
35,35,ALT700A02,,,ブナ,DB,0,0,1,1,128.5,124.1,,,,,,,,,
36,36,ALT700A02,92.15,30.95,ヤブニッケイ,EB,0,0,0,0,5.8,8.8,10.2,10.7,0.008992,0.008992,47134.99648,-92802.59306,705.1558228,1.565848571,0.183166504
37,37,ALT700A02,91.7,37.3,イロハモミジ,DB,0,0,0,0,6.1,9,10.9,11.5,0.010387,0.010387,47135.65033,-92796.2608,703.0703125,1.979374952,0.188221807
38,38,ALT700A02,,,アカガシ,EB,0,1,1,1,7.5,,,,,,,,,,
39,39,ALT700A02,,,オオモミジ,DB,0,0,0,1,8.9,9.2,9.3,,,,,,,,
40,40,ALT700A02,95.5,37.2,アカガシ,EB,0,0,0,0,6.8,9.3,10.7,11,0.009503,0.009503,47139.37591,-92797.01582,701.255127,2.40627754,0.094995672
41,41,ALT700A02,99.75,37.2,オオモミジ,DB,0,0,0,0,27.3,30.1,31.6,32.2,0.081433,0.081433,47143.562,-92797.75009,700.4202881,2.686908099,-0.036964417
42,43,ALT700A02,99.7,39.9,カマツカ,DB,0,0,0,0,5.9,6,5.9,5.9,0.002734,0.007117,47143.97923,-92795.08205,697.1743774,3.072963325,-0.083150228
43,43,ALT700A02,99.6,39.9,カマツカ,DB,0,0,0,0,6.4,6.4,6.4,6.6,0.003421,0.007117,47143.88073,-92795.06477,697.1743774,3.072963325,-0.083150228
44,44,ALT700A03,99.9,40.95,シラキ,DB,0,0,0,0,14.5,16.8,17.7,17.9,0.025165,0.025165,47144.35763,-92794.08239,697.1743774,3.196339558,-0.136753248
45,45,ALT700A03,96.4,40.4,アカガシ,EB,0,0,0,0,7.3,7.3,7.2,7.2,0.004072,0.004603,47140.81524,-92794.01943,698.9158325,2.901961373,0.088278066
46,46,ALT700A03,90.55,41.3,アカガシ,EB,0,0,0,0,15.1,20.5,24.1,25,0.049087,0.049087,47135.2087,-92792.12227,700.7554321,2.362898764,0.209908225
47,47,ALT700A03,91.05,43.4,アカガシ,EB,0,0,0,0,23.5,29.1,31.3,31.8,0.079423,0.079423,47136.06399,-92790.14023,700.7554321,2.438263572,0.216682766
48,48,ALT700A03,,,オオモミジ,DB,0,0,1,1,9.9,10.5,,,,,,,,,
49,49,ALT700A03,94.8,47.2,イヌシデ,DB,0,0,0,0,5.4,6,6.1,6.1,0.002922,0.002922,47140.41412,-92787.04526,696.8365479,3.213618625,0.086928595
50,50,ALT700A03,,,オオモミジ,DB,0,1,1,1,12.3,,,,,,,,,,
51,51,ALT700A03,99.6,52,ブナ,DB,0,0,0,0,13.3,14.6,15.2,15.3,0.018385,0.018385,47145.97123,-92783.14673,691.6227417,3.659785186,-0.131729126
52,52,ALT700A03,97.4,51.3,ケヤキ,DB,0,0,0,0,38.5,46.4,50.7,52.1,0.213189,0.213189,47143.68338,-92783.45611,691.6227417,3.640902802,-0.073946635
53,53,ALT700A03,,,シキミ,EB,0,1,1,1,12.9,,,,,,,,,,
54,54,ALT700A03,90.2,54.75,アブラチャン,DB,0,0,0,0,5.2,7.2,7.6,7.7,0.004657,0.004657,47137.1877,-92778.81406,693.2787476,2.976875258,0.14427948
55,55,ALT700A03,92.5,55.25,アカガシ,EB,0,0,0,0,20,25.2,28.2,28.7,0.064692,0.065399,47139.5395,-92778.71894,691.9869385,3.263801243,0.08708252
56,56,ALT700A03,90.8,58.85,シキミ,EB,0,0,0,0,12.5,13.1,13.3,13.3,0.013893,0.014424,47138.48703,-92774.87937,691.9869385,3.303665078,0.124527641
57,57,ALT700A03,,,ヒメシャラ,DB,0,1,1,1,34.9,,,,,,,,,,
58,58,ALT700A03,93.55,57.7,アカガシ,EB,0,0,0,0,24.8,28.9,30.3,30.7,0.074023,0.078959,47140.99699,-92776.48719,691.9869385,3.52807304,0.094862504
59,59,ALT700A03,93.35,57.9,シキミ,EB,0,0,0,0,6.8,7.2,7.1,7.2,0.004072,0.005267,47140.83455,-92776.25565,691.9869385,3.502556894,0.08160135
60,60,ALT700A03,95.75,58.35,アカガシ,EB,0,0,0,0,9.5,10.8,11.3,11.4,0.010207,0.011341,47143.27621,-92776.22706,689.480835,3.682162484,-0.03041331
61,61,ALT700A04,,,ミズキ,DB,0,1,1,1,22,,,,,,,,,,
62,62,ALT700A04,94.4,64.4,ブナ,DB,0,0,0,0,36.4,42.1,44.9,45.2,0.16046,0.16046,47142.99176,-92770.0348,687.2314453,3.230721064,0.023447266
63,63,ALT700A04,90.3,60.8,オオモミジ,DB,0,0,0,0,22.3,23.4,23.9,23.9,0.044863,0.044863,47138.33145,-92772.87231,689.0056152,3.124410527,0.168708496
64,64,ALT700A04,90.5,63.8,イタヤカエデ,DB,0,0,0,0,15,16.1,16.3,16.4,0.021124,0.021124,47139.04675,-92769.95198,689.0056152,3.152163674,0.155462092
65,65,ALT700A04,92.2,69.05,ヒメシャラ,DB,0,0,0,0,12,12.2,12.3,12.3,0.011882,0.011882,47141.62822,-92765.07463,686.1114502,2.658923551,-0.004442851
66,66,ALT700A04,,,ムラサキシキブ,DB,1,1,1,1,5.9,,,,,,,,,,
67,67,ALT700A04,95.4,67,ヒメシャラ,DB,0,0,0,0,67.7,69.3,70.3,70.6,0.391471,0.391471,47144.42592,-92767.64666,684.5065918,3.154477556,-0.020644531
68,68,ALT700A04,95.2,70.3,シキミ,EB,0,0,0,0,6.6,8.5,8.7,8.8,0.006082,0.006082,47144.79907,-92764.36173,684.5065918,2.817413712,-0.052265514
69,69,ALT700A04,93.6,71.95,オオモミジ,DB,0,0,0,0,22.6,24.1,24.9,25.2,0.049876,0.049876,47143.5082,-92762.46012,681.3466797,2.431454293,-0.012064616
70,70,ALT700A04,92.9,75.15,マメザクラ,DB,0,0,1,0,6.2,6.6,,6.8,0.003632,0.003632,47143.37158,-92759.1873,681.3466797,2.18634953,-0.053178711
71,71,ALT700A04,90.5,78.6,ヒメシャラ,DB,0,0,0,0,32.1,34.3,35.3,35.7,0.100098,0.100098,47141.60373,-92755.37453,679.3816528,1.943794948,-0.057166058
72,74,ALT700A04,93.45,75.9,アブラチャン,DB,0,1,1,1,8.9,,,,,,47144.04289,-92758.5436,681.3466797,2.324837332,-0.066991633
73,74,ALT700A04,93.45,75.9,アブラチャン,DB,0,1,1,1,7.3,,,,,,47144.04289,-92758.5436,681.3466797,2.324837332,-0.066991633
74,74,ALT700A04,93.45,75.9,アブラチャン,DB,1,1,1,1,9.8,,,,,,47144.04289,-92758.5436,681.3466797,2.324837332,-0.066991633
75,75,ALT700A04,,,ヒメシャラ,DB,0,1,1,1,63.7,,,,,,,,,,
76,76,ALT700A04,96.8,74.8,イタヤカエデ,DB,0,0,0,0,17.8,18.9,18.8,18.7,0.027465,0.027465,47147.15247,-92760.20583,681.3466797,2.441585784,-0.104904175
77,77,ALT700A04,98.15,74.95,イタヤカエデ,DB,0,0,0,0,14.5,20.4,23.8,24.3,0.046377,0.046377,47148.50808,-92760.29133,680.2831421,2.496001596,-0.116621094
78,78,ALT700A05,99.6,85,イタヤカエデ,DB,0,0,0,0,21.5,27.5,30.2,30.7,0.074023,0.074023,47151.6726,-92750.64297,676.1185913,2.429710984,-0.314516814
79,79,ALT700A05,,,アブラチャン,DB,0,1,1,1,5.8,,,,,,,,,,
80,80,ALT700A05,98.8,82,アブラチャン,DB,0,1,1,1,7,,,,,,47150.36633,-92753.45964,677.7590942,2.331419723,-0.227042458
81,80,ALT700A05,98.8,82,アブラチャン,DB,0,0,1,1,5.3,6,,,,,47150.36633,-92753.45964,677.7590942,2.331419723,-0.227042458
82,82,ALT700A05,96.4,82.5,アブラチャン,DB,0,0,1,1,7.7,7.8,,,,,47148.0888,-92752.55251,678.3520508,2.27600345,-0.240618388
83,82,ALT700A05,96.4,82.5,アブラチャン,DB,0,1,1,1,6.4,,,,,,47148.0888,-92752.55251,678.3520508,2.27600345,-0.240618388
84,84,ALT700A05,95.05,82.05,チドリノキ,DB,0,0,0,0,6,7.5,7.5,7.6,0.004536,0.008377,47146.68136,-92752.76251,678.3520508,2.201498669,-0.130262292
85,85,ALT700A05,91.85,80.3,オオモミジ,DB,0,0,0,0,15.3,16.5,17.9,18.4,0.02659,0.02659,47143.22713,-92753.93333,678.3520508,2.046868205,-0.074829102
86,86,ALT700A05,91.6,80.25,オオモミジ,DB,0,0,0,0,5.8,7.1,7.2,7.4,0.004301,0.004301,47142.97225,-92753.93939,678.3520508,2.046868205,-0.074829102
87,87,ALT700A05,,,チドリノキ,DB,0,1,1,1,6,,,,,,,,,,
88,88,ALT700A05,90.6,88.2,オオモミジ,DB,0,0,0,0,25,30.1,30.5,25.3,0.050273,0.050273,47143.3608,-92745.93617,674.9546509,2.118796778,-0.197402954
89,89,ALT700A05,94,89.2,ヒメシャラ,DB,0,0,0,0,40.1,41.5,,28.1,0.062016,0.062016,47146.88244,-92745.53862,674.9546509,2.295270793,-0.245454208
90,90,ALT700A05,96.7,88.3,チドリノキ,DB,0,0,0,0,5.6,7,7.5,7.6,0.004536,0.004536,47149.38635,-92746.89156,676.1185913,2.313618635,-0.280054728
91,91,ALT700A05,99.15,86.75,アブラチャン,DB,0,1,1,1,10.2,,,,,,47151.53172,-92748.84154,676.1185913,2.387698558,-0.320828525
92,91,ALT700A05,99.15,86.75,アブラチャン,DB,0,0,0,0,6.5,7.4,7.8,7.9,0.004902,0.004902,47151.53172,-92748.84154,676.1185913,2.387698558,-0.320828525
93,93,ALT700A05,,,アブラチャン,DB,1,1,1,1,6.6,,,,,,,,,,
94,94,ALT700A05,94.6,93.05,アブラチャン,DB,0,0,0,0,6.3,7.8,8.1,8.1,0.005153,0.01447,47148.13858,-92741.85018,674.4771118,2.653571355,-0.241798401
95,95,ALT700A05,92.45,93.6,アブラチャン,DB,0,0,0,1,10.2,11.6,12,,,,47146.11593,-92740.937,672.8834839,2.553529111,-0.230021159
96,95,ALT700A05,92.65,93.6,アブラチャン,DB,0,0,1,1,7.6,,,,,,47146.31293,-92740.97155,674.9546509,2.553529111,-0.230021159
97,97,ALT700A05,91.1,92.4,ヒメシャラ,DB,0,0,0,0,43.4,44.8,45.4,45.8,0.164748,0.164748,47144.57891,-92741.88571,674.9546509,2.421917744,-0.232505798
98,98,ALT700A05,90.4,97.6,カジカエデ,DB,0,0,0,0,9.7,11.6,12.2,12.5,0.012272,0.012272,47144.78784,-92736.64297,672.8834839,2.691111409,-0.235359192
99,99,ALT700A05,,,アブラチャン,DB,0,1,1,1,6,,,,,,,,,,
100,100,ALT700A05,93.8,95.6,ヒメシャラ,DB,0,0,0,0,33.8,34.3,34.6,34.8,0.095115,0.095115,47147.79117,-92739.20031,672.8834839,2.814143503,-0.199584961
101,101,ALT700A05,97.2,94.5,アブラチャン,DB,0,0,1,1,9.5,9.8,,,,,47150.95,-92740.87118,672.7493286,2.894255407,-0.212907058
102,101,ALT700A05,97.2,94.5,アブラチャン,DB,0,1,1,1,9,9.3,,,,,47150.95,-92740.87118,672.7493286,2.894255407,-0.212907058
103,101,ALT700A05,97.2,94.5,アブラチャン,DB,1,1,1,1,6.5,,,,,,47150.95,-92740.87118,672.7493286,2.894255407,-0.212907058
104,104,ALT700A06,92.6,99.3,アブラチャン,DB,1,1,1,1,5.6,,,,,,47147.24846,-92735.34863,670.9383545,2.924555479,-0.226849874
105,105,ALT700A06,94.8,100.6,イタヤカエデ,DB,0,0,0,0,10.2,10.8,11.5,11.8,0.010936,0.010936,47149.63998,-92734.44827,672.7580566,3.058148655,-0.205860967
106,104,ALT700A05,92.6,99.3,アブラチャン,DB,0,0,0,0,7.6,7.9,8,8,0.005027,0.00699,47147.24846,-92735.34863,670.9383545,2.924555479,-0.226849874
107,107,ALT700A06,91.65,106.3,アブラチャン,DB,0,0,1,1,7.4,7.5,,,,,47147.52213,-92728.28976,669.7875366,3.218913215,-0.274697266
108,107,ALT700A06,91.65,106.3,アブラチャン,DB,0,1,1,1,5.3,5.8,,,,,47147.52213,-92728.28976,669.7875366,3.218913215,-0.274697266
109,107,ALT700A06,91.65,106.3,アブラチャン,DB,0,0,1,1,6.3,6.4,,,,,47147.52213,-92728.28976,669.7875366,3.218913215,-0.274697266
110,110,ALT700A06,92.45,106.3,ヒメシャラ,DB,0,0,0,0,34.5,35.2,35.5,35.7,0.100098,0.167064,47148.3101,-92728.42797,671.447876,3.195597603,-0.258710225
111,110,ALT700A06,92.45,106.3,ヒメシャラ,DB,0,0,0,0,28.3,28.9,29,29.2,0.066966,0.167064,47148.3101,-92728.42797,671.447876,3.195597603,-0.258710225
112,112,ALT700A06,93.7,107.1,シラキ,DB,0,0,0,0,5.5,6.8,7.7,7.9,0.004902,0.004902,47149.67952,-92727.85596,671.447876,3.276368633,-0.247378263
113,113,ALT700A06,93.8,105,チドリノキ,DB,0,0,0,0,4.9,5.1,5.6,5.8,0.002642,0.003022,47149.4152,-92729.94166,671.447876,3.348638662,-0.201713562
114,114,ALT700A06,,,アブラチャン,DB,1,1,1,1,6.3,,,,,,,,,,
115,115,ALT700A06,98.45,108.3,ケヤキ,DB,0,0,0,0,9.1,11.5,12.5,13.3,0.013893,0.013893,47154.56541,-92727.49466,674.0082397,3.430587261,-0.230532328
116,117,ALT700A06,97.5,104.4,チドリノキ,DB,0,0,0,0,9.7,9.7,9.8,9.8,0.007543,0.017715,47152.9559,-92731.17188,672.7580566,3.329177893,-0.173291016
117,117,ALT700A06,97.3,104.4,チドリノキ,DB,0,0,0,0,7.7,7.8,7.9,8.2,0.005281,0.017715,47152.75891,-92731.13733,672.7580566,3.329177893,-0.173291016
118,117,ALT700A06,97.5,104.5,チドリノキ,DB,0,0,0,0,6.1,6.9,6.9,6.9,0.003739,0.017715,47152.97318,-92731.07339,672.7580566,3.329177893,-0.173291016
119,119,ALT700A01,86.45,3.7,アオハダ,DB,0,0,0,0,12.6,12.9,12.7,12.7,0.012668,0.012668,47124.67424,-92828.4485,709.1295166,1.671631672,0.049941406
120,120,ALT700A01,85.65,3,イヌツゲ,EB,0,0,0,0,10.8,11.4,11.3,11.4,0.010207,0.010207,47123.76534,-92828.99976,709.1295166,1.676899455,0.042483012
121,121,ALT700A01,83.45,3.9,イヌツゲ,EB,0,0,0,0,8.1,8.3,8.3,8.3,0.005411,0.005411,47121.75391,-92827.7332,709.1295166,1.881344261,0.011988322
122,122,ALT700A01,,,タンナサワフタギ,DB,0,1,1,1,6.6,,,,,,,,,,
123,123,ALT700A01,88.7,9.8,イヌシデ,DB,0,0,0,0,34.2,37,37.8,37.8,0.112221,0.112221,47127.9443,-92822.82896,709.8602295,1.276213208,0.158710938
124,124,ALT700A01,89.55,12.2,シキミ,EB,0,0,0,0,8.1,9.7,10.6,10.7,0.008992,0.008992,47129.19616,-92820.61191,709.2697754,1.239063051,0.19832976
125,125,ALT700A01,89.2,12.7,ケヤキ,DB,0,0,0,0,51.9,55.9,56.6,57.1,0.256072,0.256072,47128.93781,-92820.05896,709.2697754,1.149699496,0.201465425
126,126,ALT700A01,89.5,13.3,オオモミジ,DB,0,0,0,0,12.9,13.6,14,14.2,0.015837,0.015837,47129.33696,-92819.51981,709.2697754,1.149699496,0.201465425
127,127,ALT700A01,88.5,13.5,オオモミジ,DB,0,0,0,0,18.4,20,21.4,21.6,0.036644,0.036644,47128.38655,-92819.15005,709.2697754,1.107926636,0.204684171
128,128,ALT700A01,,,エゴノキ,DB,0,1,1,1,20.2,,,,,,,,,,
129,129,ALT700A01,83.5,13.9,オオモミジ,DB,0,0,0,0,14.4,14.7,18,14.7,0.016972,0.016972,47123.53085,-92817.89222,708.9746094,1.333649342,0.203966777
130,130,ALT700A01,83.8,16.1,アカガシ,EB,0,0,0,0,9.6,13.5,15.2,15.6,0.019113,0.019113,47124.20643,-92815.77713,708.7319946,1.214727061,0.220527649
131,131,ALT700A01,86,19.1,シキミ,EB,0,0,0,0,13.2,14.5,14.7,15.1,0.017908,0.017908,47126.89165,-92813.20234,708.7401733,1.098430508,0.211660156
132,132,ALT700A01,87.8,15.85,シキミ,EB,0,0,0,0,6.3,7.1,7.4,7.5,0.004418,0.004418,47128.10308,-92816.71445,708.7401733,1.128823744,0.201263428
133,133,ALT700A02,86.7,23.45,ブナ,DB,0,0,0,0,43.5,50,53.4,54.1,0.229871,0.229871,47128.33267,-92809.03869,707.8927612,1.233942675,0.218702836
134,134,ALT700A02,84.65,23.55,シキミ,EB,0,0,0,0,19.6,19.7,20,20,0.031416,0.031416,47126.33077,-92808.58602,708.1101074,1.154184898,0.231180044
135,135,ALT700A02,,,アブラチャン,DB,0,0,1,1,6.7,6.7,,,,,,,,,
136,135,ALT700A02,,,アブラチャン,DB,0,1,1,1,5.3,,,,,,,,,,
137,137,ALT700A02,81.5,24.6,シキミ,EB,0,0,0,0,13.1,14.1,14.1,14.3,0.016061,0.016061,47123.40955,-92807.00758,708.1101074,1.145570551,0.283922831
138,138,ALT700A02,,,エゴノキ,DB,0,1,1,1,15.8,,,,,,,,,,
139,139,ALT700A02,,,シキミ,EB,0,1,1,1,11.9,11.9,,,,,,,,,
140,140,ALT700A02,,,シキミ,EB,0,1,1,1,10.6,,,,,,,,,,
141,141,ALT700A02,87.1,28.4,イヌガシ,EB,0,0,0,0,6.4,9.3,9.9,10,0.007854,0.007854,47129.58186,-92804.23223,706.4373779,1.399791877,0.235013095
142,142,ALT700A02,86.9,31.9,アカガシ,EB,0,0,0,0,10.2,14.1,16.1,16.3,0.020867,0.020867,47129.98956,-92800.75031,706.4373779,1.472813913,0.215559082
143,143,ALT700A02,86.15,34.3,イヌシデ,DB,0,0,0,0,43.9,47,49,49.3,0.19089,0.19089,47129.66548,-92798.25682,704.6506348,1.530309803,0.21315696
144,144,ALT700A02,85.7,32.35,アカガシ,EB,0,0,0,0,10.3,10.9,11.1,11.3,0.010029,0.010029,47128.88535,-92800.09975,704.6506348,1.47677988,0.216278076
145,145,ALT700A02,85,32.45,シキミ,EB,0,0,1,1,4.8,4.9,,,,,47128.21315,-92799.88032,704.6506348,1.459172518,0.21560791
146,146,ALT700A02,,,シキミ,EB,1,1,1,1,8.6,,,,,,,,,,
147,147,ALT700A02,82.4,30.2,シキミ,EB,0,0,0,0,6.6,8.1,9.4,9.7,0.00739,0.00739,47125.26352,-92801.64729,706.9133301,1.328350055,0.293289848
148,148,ALT700A02,,,不明,DB,1,1,1,1,9.9,,,,,,,,,,
149,149,ALT700A02,83.65,38.4,アカガシ,EB,0,0,0,0,9.6,9.9,9.9,10,0.007854,0.009111,47127.91143,-92793.78655,702.2493896,1.793537611,0.253648238
150,150,ALT700A02,86,39.1,シキミ,EB,0,0,0,0,5.2,6.1,6.9,7.2,0.004072,0.004072,47130.34703,-92793.50309,702.2493896,1.819323578,0.227489125
151,151,ALT700A02,87,38.3,アカガシ,EB,0,0,0,0,13.7,17.9,20.2,20.4,0.032685,0.032685,47131.19377,-92794.46383,702.2493896,1.738687859,0.237541199
152,152,ALT700A02,88.2,38.2,シキミ,EB,0,0,0,0,5.7,7,7.5,7.9,0.004902,0.004902,47132.35845,-92794.76965,700.7554321,1.738687859,0.237541199
153,153,ALT700A03,88,42,アカガシ,EB,0,0,0,0,34.7,37.5,37.6,37.8,0.112221,0.112221,47132.81798,-92790.99223,700.7554321,2.051990247,0.223139224
154,154,ALT700A03,86.4,40.4,ブナ,DB,0,0,0,0,21.7,22.9,22.8,22.8,0.040828,0.040828,47130.96561,-92792.29174,702.2493896,1.891055847,0.245134989
155,155,ALT700A03,84.85,42.1,アカガシ,EB,0,0,0,0,38.5,44.4,47.8,48.5,0.184745,0.184745,47129.73263,-92790.34952,702.2493896,2.019705191,0.267832031
156,156,ALT700A02,81.8,39.6,アカガシ,EB,0,0,0,0,17.7,20.8,21.9,22.3,0.039057,0.039057,47126.29657,-92792.28498,702.9716187,1.825179247,0.227224497
157,157,ALT700A03,80.3,42.45,ブナ,DB,0,0,0,0,22.4,24.1,25.9,26.2,0.053913,0.053913,47125.31152,-92789.21868,700.1176147,1.848277417,0.214223226
158,158,ALT700A03,81.8,44.7,オオモミジ,DB,0,0,0,0,13,13.5,13.8,14,0.015394,0.015394,47127.17769,-92787.26167,699.4839478,2.102312972,0.256123861
159,159,ALT700A03,83.35,47.2,アカガシ,EB,0,0,0,0,6.8,10.2,12.1,12.4,0.012076,0.012076,47129.1363,-92785.06705,699.4839478,2.070702655,0.267697652
160,160,ALT700A03,85.75,49.2,ヒメシャラ,DB,0,0,0,0,31.3,33.1,34,34.3,0.092401,0.092401,47131.84575,-92783.51178,696.9915161,2.500351034,0.233505249
161,161,ALT700A03,87.05,43.9,シラキ,DB,0,0,0,0,6,7.2,7.4,7.5,0.004418,0.004418,47132.21053,-92788.95668,698.5745239,2.227306373,0.238095601
162,162,ALT700A03,,,ブナ,DB,0,1,1,1,60.7,,,,,,,,,,
163,163,ALT700A03,,,カジカエデ,DB,0,1,1,1,8.9,,,,,,,,,,
164,164,ALT700A03,,,ブナ,DB,0,1,1,1,24.4,,,,,,,,,,
165,165,ALT700A03,,,ブナ,DB,0,0,0,1,23.6,27.3,30.9,,,,,,,,
166,166,ALT700A03,83.9,52.3,シキミ,EB,0,0,0,0,13.6,16.3,18.4,29.9,0.070215,0.070215,47130.55915,-92780.13877,696.9915161,1.9766647,0.255826083
167,167,ALT700A03,81.9,54.2,ブナ,DB,0,1,1,0,26.9,,,18.9,0.028055,0.028055,47128.91749,-92777.9218,693.848938,1.809684768,0.221092224
168,168,ALT700A03,,,アカガシ,EB,0,1,1,1,19.6,,,,,,,,,,
169,169,ALT700A03,,,シキミ,EB,0,1,1,1,8.9,,,,,,,,,,
170,170,ALT700A03,,,ヒメシャラ,DB,0,1,1,1,22.4,,,,,,,,,,
171,171,ALT700A03,86.7,58.8,アカガシ,EB,0,0,0,0,12,16.4,17.8,18.2,0.026016,0.038288,47134.44005,-92774.22027,693.2787476,2.537756195,0.25822703
172,171,ALT700A03,86.9,58.7,アカガシ,EB,0,0,0,0,6.6,11,12.3,12.5,0.012272,0.038288,47134.61976,-92774.35332,693.2787476,2.537756195,0.25822703
173,173,ALT700A03,88.7,59.1,イヌシデ,DB,0,0,0,0,36.5,40,41.8,42.5,0.141863,0.141863,47136.4618,-92774.27032,693.2787476,2.877910417,0.18927941
